nameseq,A_A,A_C,A_G,A_U,C_A,C_C,C_G,C_U,G_A,G_C,G_G,G_U,U_A,U_C,U_G,U_U,label
P210,2,1,2,0,0,1,1,4,2,1,0,0,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P211,1,1,2,1,1,0,0,1,0,0,0,1,3,1,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P212,0,1,4,0,1,0,1,1,3,1,0,2,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P213,1,1,1,0,0,2,3,1,1,1,1,2,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P214,0,0,2,0,0,0,2,1,2,2,5,2,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P215,1,0,1,4,0,0,1,1,2,2,0,0,3,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P216,2,1,1,1,1,1,1,3,1,1,0,0,1,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P217,2,1,1,1,1,0,2,0,2,1,0,2,2,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P218,0,0,1,1,0,1,4,0,1,2,2,3,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P219,1,1,1,3,2,0,1,1,0,3,0,0,2,0,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P220,4,1,0,2,1,0,0,0,3,0,1,0,0,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P221,2,0,2,2,1,0,0,0,0,0,0,2,3,1,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P222,1,2,2,2,2,1,1,0,1,1,0,1,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P223,2,2,0,0,1,1,1,1,1,1,1,1,0,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P224,3,2,0,1,1,1,1,1,1,1,0,0,0,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P225,0,2,1,0,2,1,1,4,1,2,0,0,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P226,2,0,0,3,1,1,0,1,2,0,2,0,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P227,0,0,3,2,0,0,0,0,3,0,2,3,2,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P228,2,0,3,1,3,1,0,0,3,3,1,0,0,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P229,0,1,2,1,0,0,1,1,1,0,2,1,2,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P230,1,0,1,1,0,2,1,2,1,2,1,0,1,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P231,0,0,0,2,1,3,3,1,1,1,0,1,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P232,3,1,3,1,1,0,1,0,1,2,0,2,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P233,1,2,1,0,1,1,1,2,0,1,0,1,1,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P234,0,1,0,0,1,2,0,1,0,0,1,2,0,3,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P235,4,1,2,0,0,0,2,1,1,0,2,2,0,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P236,1,1,0,1,0,1,4,2,2,3,0,0,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P237,3,0,2,4,0,0,0,0,2,0,1,1,4,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P238,2,2,0,2,0,1,1,2,1,0,1,1,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P239,0,0,2,3,1,1,0,1,2,0,1,0,3,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P240,1,1,0,1,1,2,3,0,0,1,1,3,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P241,2,3,2,1,4,0,0,0,1,1,0,1,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P242,2,1,0,3,1,2,1,0,2,0,0,0,1,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P243,6,2,1,2,1,1,0,0,1,0,0,1,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P244,0,0,0,1,0,1,2,1,1,0,0,3,1,3,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P245,1,1,1,2,0,0,1,0,0,0,0,3,3,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P246,2,0,2,1,0,0,1,0,1,1,2,1,2,1,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P247,0,2,1,2,0,0,3,0,2,1,2,1,1,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P248,1,0,2,2,1,1,1,0,2,1,1,1,3,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P249,1,2,1,1,2,0,1,1,2,1,2,0,1,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P250,0,0,1,2,0,0,1,0,0,0,4,4,3,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P251,0,1,0,0,0,0,3,2,1,1,0,3,2,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P252,2,3,0,0,2,1,3,1,0,4,1,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P253,3,3,0,0,2,4,3,0,1,0,0,1,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P254,6,0,2,1,1,1,0,1,1,1,2,0,0,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P255,6,0,3,1,0,0,1,0,2,1,0,2,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P256,0,0,0,3,1,0,2,0,0,1,0,2,2,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P257,1,0,1,2,1,0,0,2,0,0,0,2,1,3,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P258,0,2,1,1,1,3,0,1,2,1,2,0,0,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P259,0,1,2,1,0,0,0,2,2,1,1,1,1,0,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P260,0,1,1,2,3,1,1,1,0,1,2,1,0,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P261,1,1,1,3,1,1,1,0,1,0,0,1,2,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P262,1,1,2,2,0,1,0,1,1,1,0,2,3,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P263,1,0,2,0,0,1,0,0,2,2,4,2,0,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P264,2,2,0,2,0,0,1,1,1,1,2,0,2,0,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P265,3,0,2,0,0,1,0,1,1,1,2,0,2,0,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P266,2,0,2,3,1,0,0,0,1,0,0,1,4,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P267,0,1,1,0,2,3,1,1,0,0,0,2,1,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P268,1,1,2,1,2,1,0,1,1,1,2,1,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P269,0,0,1,1,0,1,0,2,1,1,2,2,1,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P270,4,1,2,1,2,0,1,0,0,1,0,2,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P271,0,0,0,3,1,1,2,1,1,2,0,0,2,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P272,2,2,2,2,1,1,0,1,2,2,0,0,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P273,0,0,1,1,0,0,0,1,0,0,0,4,2,1,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P274,0,1,2,0,0,0,1,2,1,3,1,2,0,0,4,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P275,1,2,0,1,0,0,3,1,0,1,1,3,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P276,0,1,1,2,0,2,2,1,2,0,2,1,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P277,1,1,2,1,1,0,1,2,1,2,2,0,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P278,1,1,0,1,3,4,1,1,0,1,0,0,0,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P279,1,0,0,1,0,0,0,2,2,1,1,2,0,1,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P280,2,0,1,3,1,0,0,0,3,1,0,1,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P281,0,0,0,3,2,0,1,0,0,1,3,0,1,1,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P282,0,1,2,1,1,0,0,1,2,0,1,1,1,0,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,1,0,0,2,0,0,1,1,1,0,4,2,1,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,2,1,0,4,1,1,0,0,2,0,1,1,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,0,1,4,1,1,0,1,1,4,2,0,0,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,1,1,2,1,1,0,1,1,1,1,1,1,2,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,1,1,2,1,1,3,0,2,2,0,0,1,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,3,1,1,3,0,0,1,1,2,0,1,0,1,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,1,0,0,2,0,0,2,1,2,1,1,1,0,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,2,1,0,3,0,3,1,1,2,0,0,0,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,0,1,0,4,1,0,1,1,1,0,0,0,2,4,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,1,2,2,0,1,0,0,1,2,0,1,2,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,3,0,2,2,0,0,1,0,1,2,1,1,2,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,3,1,2,0,1,1,1,1,0,1,3,2,1,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,4,4,0,0,3,0,0,3,0,0,0,0,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,3,2,1,2,2,1,0,0,1,0,0,1,3,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,3,0,3,1,0,0,1,0,2,0,1,2,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,1,1,1,1,0,0,1,2,2,2,2,0,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,1,0,0,2,1,0,0,1,1,1,0,0,0,1,1,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,3,2,0,1,2,1,0,1,1,1,2,0,0,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P302,1,1,0,2,0,0,2,0,0,1,1,3,3,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P303,1,0,1,0,0,0,1,0,2,1,4,2,1,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P304,3,1,1,1,0,0,0,3,0,0,0,2,1,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P305,0,2,1,0,2,1,2,1,1,1,2,2,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P306,1,0,1,2,2,2,0,2,0,0,0,1,2,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P307,1,3,1,1,3,2,1,0,1,0,1,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P308,0,0,0,1,1,2,3,1,0,2,0,3,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P309,1,2,0,1,1,1,0,1,1,0,0,1,1,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P310,0,0,1,3,1,0,2,0,1,1,0,2,2,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P311,0,0,2,3,0,0,1,0,1,0,1,2,4,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P312,2,1,1,3,2,1,1,0,0,1,0,1,4,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P313,2,3,2,0,3,0,2,0,3,1,0,1,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P314,0,1,1,0,0,3,3,1,2,2,2,1,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P315,0,0,2,1,0,0,2,0,2,1,2,3,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P316,5,1,0,3,1,0,2,0,0,0,0,1,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P317,1,0,1,1,0,0,0,2,0,2,3,2,2,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P318,4,0,1,3,0,0,0,1,2,1,1,0,2,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P319,0,0,1,0,1,2,0,3,0,2,1,1,0,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P320,3,1,0,2,1,2,0,1,1,0,0,0,1,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P321,2,2,0,1,0,0,0,2,1,0,0,3,1,0,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P322,1,1,3,1,0,0,0,2,3,0,1,1,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P323,0,0,2,4,1,0,0,0,3,1,0,1,1,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P324,2,0,1,1,0,0,0,1,0,0,3,2,1,1,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P325,5,0,2,3,1,0,1,0,2,0,0,1,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P326,0,1,1,1,0,1,4,0,1,2,0,2,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P327,1,2,0,1,1,1,1,3,1,0,0,0,1,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P328,0,0,2,3,0,1,0,2,2,1,0,0,2,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P329,6,0,0,2,1,1,2,0,2,0,0,1,0,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P330,1,0,1,2,2,0,1,1,0,1,5,0,0,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P331,2,1,0,2,0,2,1,1,2,1,1,1,0,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P332,3,1,1,3,1,0,0,1,1,0,1,1,2,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P333,0,2,1,1,1,1,0,2,1,0,0,3,0,1,4,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P334,2,1,1,1,2,0,0,2,1,0,1,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P335,2,1,2,3,1,0,1,0,4,0,0,1,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P336,1,1,1,2,0,0,1,1,2,1,2,1,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P337,3,2,2,0,2,0,2,0,1,1,0,2,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P338,1,0,1,1,1,0,0,0,3,0,5,2,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P339,0,0,1,3,2,2,0,1,2,0,0,0,2,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P340,1,2,2,1,1,0,1,1,2,2,3,0,1,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P341,4,0,2,2,1,0,0,1,2,1,1,0,0,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P342,1,2,2,0,0,0,1,2,1,1,2,2,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P343,2,1,1,0,2,0,3,0,1,1,0,3,0,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P344,3,0,0,2,1,2,2,1,1,1,0,1,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P345,3,1,1,1,0,0,1,2,0,1,1,1,4,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P346,3,0,3,1,0,0,1,0,3,1,0,2,2,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P347,2,0,3,2,1,0,0,0,1,0,0,3,3,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P348,5,1,3,1,0,0,1,0,3,0,1,1,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P349,1,0,1,1,1,0,3,0,1,3,2,2,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P350,1,2,0,0,0,2,3,1,1,0,1,2,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P351,2,1,0,3,2,0,0,1,2,1,2,0,0,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P352,0,1,0,1,1,4,2,1,0,2,0,2,1,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P353,3,1,1,1,0,0,0,1,2,0,1,2,1,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P354,2,0,2,2,0,0,0,1,3,0,2,2,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P355,1,0,4,2,1,0,0,0,3,1,0,0,1,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P356,2,0,1,1,1,0,2,1,1,2,2,1,0,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P357,0,0,2,1,3,0,1,1,0,2,2,2,0,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P358,0,1,0,1,1,4,1,2,0,0,0,2,1,4,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P359,3,0,2,0,0,2,1,1,0,1,3,1,1,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P360,2,1,1,2,2,0,0,3,0,1,0,0,2,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P361,2,1,2,1,0,0,0,0,2,0,3,3,2,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P362,4,2,0,1,1,0,0,1,1,1,3,0,0,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P363,5,0,2,3,0,0,1,0,2,0,2,0,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P364,4,3,1,1,1,1,2,0,3,0,1,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P365,0,0,3,0,0,0,2,0,2,2,2,2,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P366,2,3,0,0,2,2,2,2,1,0,2,0,0,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P367,0,0,1,2,2,1,2,0,0,1,0,2,1,4,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P368,2,4,1,2,2,0,1,1,1,0,0,1,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P369,0,1,2,0,3,3,0,1,1,0,2,2,0,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P370,0,1,1,3,4,1,0,1,1,0,0,0,2,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P371,4,2,2,0,2,1,0,2,1,1,0,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P372,1,1,1,2,0,0,1,2,2,0,3,1,2,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P373,0,0,0,2,1,4,0,1,0,0,0,0,1,1,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P374,1,3,0,1,3,2,0,1,0,0,0,1,2,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P375,3,1,2,0,2,2,0,2,2,1,0,0,0,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P376,0,3,1,0,1,2,3,0,2,1,2,1,0,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P377,0,2,0,0,1,1,0,3,0,0,1,1,2,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P378,0,1,0,2,1,1,1,3,0,2,0,1,2,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P379,0,0,3,0,1,1,0,2,2,1,2,2,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P380,2,1,0,2,1,2,0,0,0,0,0,1,2,2,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P381,2,1,2,1,2,3,0,2,2,1,0,0,0,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P382,2,3,0,1,0,1,2,2,3,0,0,1,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P383,2,0,1,2,0,0,0,2,1,1,1,1,2,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P384,0,1,2,0,2,0,0,1,1,1,0,2,2,0,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P385,0,1,1,0,0,0,1,1,1,1,3,2,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P386,3,0,3,0,2,1,0,1,1,1,0,1,1,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P387,3,0,4,0,1,0,1,0,2,2,1,2,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P388,5,1,1,1,0,0,1,0,4,0,3,0,0,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P389,1,0,3,1,2,0,1,0,1,1,1,1,1,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P390,0,2,0,0,1,0,0,4,0,0,2,2,0,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P391,2,0,2,4,1,0,0,0,2,0,0,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P392,2,0,1,2,0,0,0,1,2,2,0,2,1,0,4,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P393,1,2,0,1,2,2,1,1,1,1,0,1,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P394,3,1,1,2,2,1,0,1,0,1,1,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P395,0,0,2,0,0,0,2,1,1,4,3,2,0,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P396,0,0,2,1,1,0,0,1,1,0,2,3,2,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P397,0,1,2,1,0,2,1,2,2,2,1,1,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P398,1,0,2,2,1,2,0,2,0,0,0,1,3,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P399,2,0,1,1,2,0,1,1,0,2,0,2,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P400,1,1,0,1,1,3,3,1,0,2,0,1,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P401,0,3,0,2,2,4,1,1,2,0,0,0,0,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P402,0,0,0,1,0,1,0,2,0,0,2,1,1,2,1,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P403,0,2,0,1,1,3,3,1,0,1,1,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P404,2,1,1,0,2,0,2,1,0,3,2,1,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P405,3,0,3,1,0,0,0,2,1,2,2,0,1,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P406,3,1,2,1,2,0,0,1,2,2,1,0,0,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P407,2,0,1,2,0,1,1,0,1,1,3,1,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P408,0,2,0,0,0,2,1,1,1,0,3,2,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P409,1,1,2,2,2,1,0,2,1,1,0,0,1,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P410,1,1,2,1,0,0,1,0,2,0,2,2,1,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P411,0,0,1,0,0,2,0,2,0,1,0,4,0,2,4,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P412,1,2,0,1,0,0,1,2,1,0,2,1,3,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P413,0,1,2,0,1,1,2,0,2,2,4,1,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P414,0,0,1,1,2,8,2,0,0,3,0,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P415,0,0,2,0,1,0,2,1,0,3,2,2,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P416,2,1,3,0,1,0,0,0,1,1,5,1,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P417,1,3,2,0,4,1,0,2,0,1,1,0,0,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P418,1,3,1,1,2,3,0,2,1,0,0,0,1,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P419,2,2,0,1,2,0,0,0,1,1,4,1,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P420,3,1,3,2,1,0,0,0,3,0,0,1,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
