nameseq,k1,k2,k3,k4,k5,label
P259,3.0,12.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P260,3.0,10.0,15.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P261,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P262,3.0,7.0,11.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P263,3.0,8.0,11.0,13.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P264,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P265,3.0,9.0,14.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P266,3.0,14.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P267,3.0,9.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P268,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P269,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P270,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P271,3.0,12.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P272,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P273,3.0,9.0,14.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P274,2.0,5.0,9.0,12.0,13.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P275,3.0,9.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P276,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P277,3.0,13.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P278,3.0,9.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P279,3.0,10.0,14.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P280,3.0,9.0,12.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P281,3.0,13.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P282,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,3.0,12.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,3.0,10.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,3.0,10.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,3.0,10.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,3.0,10.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,3.0,9.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,3.0,9.0,13.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,3.0,11.0,14.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,3.0,13.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,3.0,11.0,14.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,3.0,8.0,12.0,14.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,3.0,12.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,3.0,10.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,3.0,10.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,3.0,10.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P302,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P303,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P304,3.0,10.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P305,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P306,3.0,7.0,11.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P307,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P308,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P309,3.0,12.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P310,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P311,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P312,3.0,10.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P313,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P314,3.0,8.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P315,3.0,10.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P316,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P317,3.0,10.0,14.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P318,3.0,8.0,12.0,13.0,13.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P319,3.0,12.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P320,3.0,11.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P321,3.0,9.0,12.0,13.0,14.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P322,3.0,11.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P323,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P324,3.0,10.0,13.0,14.0,14.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P325,3.0,9.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P326,3.0,8.0,13.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P327,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P328,3.0,8.0,14.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P329,3.0,9.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P330,3.0,12.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P331,3.0,12.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P332,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P333,3.0,13.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P334,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P335,3.0,10.0,15.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P336,3.0,13.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P337,3.0,9.0,14.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P338,3.0,11.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P339,3.0,10.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P340,3.0,10.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P341,3.0,12.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P342,3.0,9.0,13.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P343,3.0,8.0,13.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P344,3.0,9.0,13.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P345,3.0,8.0,13.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P346,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P347,3.0,9.0,14.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P348,3.0,9.0,11.0,12.0,12.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P349,3.0,9.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P350,3.0,8.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P351,3.0,11.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P352,1.0,2.0,4.0,6.0,7.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P353,3.0,9.0,14.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P354,3.0,7.0,12.0,13.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P355,3.0,10.0,13.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P356,3.0,7.0,12.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P357,3.0,11.0,14.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P358,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P359,3.0,13.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P360,3.0,12.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P361,3.0,9.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P362,3.0,11.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P363,3.0,9.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P364,3.0,11.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P365,3.0,10.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P366,3.0,10.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P367,3.0,8.0,12.0,14.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P368,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P369,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P370,3.0,10.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P371,3.0,8.0,13.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P372,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P373,3.0,11.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P374,3.0,10.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P375,3.0,8.0,13.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P376,3.0,10.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P377,3.0,12.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P378,3.0,13.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P379,3.0,11.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P380,3.0,9.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P381,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P382,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P383,3.0,13.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P384,3.0,11.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P385,3.0,9.0,14.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P386,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P387,3.0,10.0,13.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P388,3.0,8.0,12.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P389,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P390,3.0,10.0,14.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P391,3.0,8.0,13.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P392,3.0,10.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P393,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P394,3.0,10.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P395,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P396,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P397,3.0,11.0,15.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P398,3.0,10.0,14.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P399,3.0,12.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P400,3.0,8.0,12.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P401,3.0,10.0,13.0,14.0,14.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P402,3.0,10.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P403,3.0,9.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P404,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P405,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P406,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P407,2.0,5.0,10.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P408,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P409,3.0,13.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P410,3.0,7.0,9.0,10.0,11.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P411,3.0,13.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P412,3.0,14.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P413,3.0,8.0,14.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P414,3.0,10.0,13.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P415,3.0,11.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P416,2.0,4.0,6.0,8.0,11.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P417,3.0,8.0,12.0,14.0,14.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P418,3.0,11.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P419,3.0,9.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P420,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P421,3.0,8.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P422,3.0,9.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P423,3.0,11.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P424,3.0,8.0,12.0,14.0,14.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P425,3.0,9.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P426,3.0,11.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P427,2.0,7.0,13.0,14.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P428,3.0,13.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P429,3.0,9.0,14.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P430,3.0,9.0,12.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P431,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P432,3.0,12.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P433,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P434,2.0,8.0,12.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P435,3.0,13.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P436,3.0,8.0,13.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P437,3.0,10.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P438,3.0,9.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P439,3.0,10.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P440,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P441,2.0,7.0,12.0,14.0,14.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P442,3.0,10.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P443,3.0,9.0,14.0,14.0,14.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P444,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P445,3.0,12.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P446,3.0,10.0,14.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P447,3.0,9.0,13.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P448,2.0,6.0,11.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P449,3.0,8.0,12.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P450,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P451,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P452,2.0,6.0,11.0,13.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P453,3.0,9.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P454,3.0,10.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P455,3.0,13.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P456,2.0,7.0,11.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P457,3.0,8.0,13.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P458,3.0,10.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P459,3.0,11.0,14.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P460,2.0,7.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P461,3.0,8.0,12.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P462,3.0,12.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P463,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P464,3.0,11.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P465,3.0,9.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P466,3.0,10.0,14.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P467,3.0,9.0,13.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P468,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P469,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P470,3.0,9.0,14.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P471,3.0,12.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P472,3.0,13.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N1,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N2,3.0,6.0,9.0,12.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N3,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N4,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N5,3.0,10.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N6,3.0,8.0,13.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N7,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N8,3.0,8.0,11.0,13.0,14.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N9,3.0,10.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N10,3.0,7.0,11.0,13.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N11,3.0,9.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N12,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N13,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N14,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N15,3.0,10.0,12.0,14.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N16,3.0,7.0,12.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N17,3.0,12.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N18,3.0,9.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N19,3.0,9.0,14.0,15.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N20,3.0,8.0,12.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N21,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N22,3.0,12.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N23,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N24,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N25,3.0,12.0,18.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N26,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N27,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N28,3.0,9.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N29,3.0,10.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N30,3.0,9.0,12.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N31,3.0,12.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N32,3.0,9.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N33,3.0,11.0,14.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N34,3.0,8.0,14.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N35,2.0,8.0,14.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N36,3.0,11.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N37,3.0,9.0,15.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N38,3.0,8.0,12.0,14.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N39,3.0,11.0,16.0,16.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N40,3.0,10.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N41,3.0,8.0,14.0,15.0,15.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N42,3.0,9.0,16.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N43,3.0,11.0,15.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N44,3.0,11.0,17.0,17.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
