nameseq,fickett_score-ORF,fickett_score-full-sequence,label
P304,0.8862,0.37993,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P305,0.8502,0.35644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P306,0.5659000000000001,0.24034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P307,0.5745,0.27673000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P308,0.9944000000000001,0.32167,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P309,0.6668999999999999,0.38694,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P310,0.9543,0.37317999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P311,0.4714,0.27458000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P312,0.6291,0.26194,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P313,0.8842,0.38061999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P314,0.4853,0.3048,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P315,0.6694,0.36349,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P316,0.5613,0.26903,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P317,0.7396,0.32987,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P318,0.5049,0.27031,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P319,0.6291,0.26194,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P320,0.814,0.34964,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P321,0.4937,0.26117,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P322,0.5585,0.26707000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P323,0.9016,0.34548999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P324,0.4699,0.24392,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P325,0.7931,0.33538,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P326,0.746,0.34763,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P327,0.5835,0.2665,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P328,0.6042,0.31504,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P329,0.7434999999999999,0.34892,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P330,0.523,0.2072,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P331,0.8675,0.39378,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P332,0.7827000000000001,0.29053,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P333,0.5408999999999999,0.30160000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P334,0.8333999999999999,0.36531,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P335,0.8127,0.35932,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P336,0.6607,0.2629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P337,0.9016,0.34548999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P338,0.5855,0.26581,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P339,0.9420999999999999,0.34987999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P340,0.35760000000000003,0.25231000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P341,0.41759999999999997,0.27904,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P342,0.6944,0.34758999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P343,0.7074,0.27997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P344,0.5641,0.22174,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P345,0.757,0.34874,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P346,0.9292,0.33311,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P347,1.0055,0.32328999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P348,1.0004000000000002,0.33224,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P349,0.7772,0.29945,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P350,1.052,0.34516,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P351,0.9120999999999999,0.3645,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P352,0.5119,0.25057,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P353,0.6039,0.28332999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P354,0.7715,0.33538,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P355,0.5388,0.24413,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P356,0.6465,0.33128,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P357,0.8446,0.3493,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P358,0.5882999999999999,0.30301999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P359,0.7166,0.24745999999999999,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P360,0.9196,0.33713,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P361,0.7315999999999999,0.38431000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P362,0.8681,0.35202999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P363,0.6118,0.34456,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P364,0.7084,0.31871,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P365,0.9351999999999999,0.35058999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P366,0.7645,0.37765000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P367,0.8484999999999999,0.34802,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P368,0.5114000000000001,0.24652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P369,0.9038,0.35809,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P370,0.7249,0.3552,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P371,0.4949,0.23065999999999998,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P372,0.35760000000000003,0.25231000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P373,0.893,0.32863,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P374,1.0263,0.37185999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P375,0.793,0.33638,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P376,0.5585,0.26707000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P377,0.46620000000000006,0.24995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P378,0.8553,0.38886,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P379,0.4809,0.27487,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P380,0.7636,0.33867,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P381,0.8266,0.34148,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P382,0.7264,0.35968,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P383,0.6914,0.26885,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P384,0.8617,0.35419,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P385,0.3983,0.25651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P386,0.8571,0.36295,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P387,0.7682,0.33172999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P388,0.6148,0.29591,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P389,0.7102,0.2165,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P390,0.5443,0.32752000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P391,0.7074,0.27997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P392,0.7731,0.33203,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P393,0.8491,0.34199,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P394,0.9301,0.37744,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P395,0.4407,0.28576,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P396,0.65,0.27932,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P397,0.7144,0.33619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P398,0.6224999999999999,0.25354,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P399,0.6279,0.29506000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P400,0.6528999999999999,0.34292,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P401,0.8395,0.35825,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P402,0.6163,0.32545999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P403,0.5853,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P404,0.6768,0.35011,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P405,0.7132000000000001,0.35302,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P406,0.6594,0.27673000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P407,0.5659000000000001,0.24034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P408,0.7715,0.33538,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P409,0.8457,0.387,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P410,0.3923,0.23903,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P411,0.9175,0.36524,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P412,0.5667,0.3711,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P413,0.5245,0.23786,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P414,0.9301,0.37744,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P415,0.7682,0.33172999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P416,0.42190000000000005,0.24068,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P417,0.9721000000000001,0.36624999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P418,0.8517,0.38155,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P419,0.4441,0.31168,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P420,0.471,0.28426,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P421,0.7471,0.31507,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P422,0.8341999999999999,0.37594,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P423,0.5585,0.26707000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P424,0.9420999999999999,0.34987999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P425,0.9732000000000001,0.3649,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P426,0.5930000000000001,0.26545,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P427,0.6076,0.22487000000000001,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P428,0.6693,0.36273,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P429,0.618,0.32309,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P430,0.4219,0.24623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P431,0.5499999999999999,0.27209,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P432,0.6474,0.27541,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P433,0.9531000000000001,0.39001,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P434,0.35760000000000003,0.25231000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P435,0.58,0.28369,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P436,0.4949,0.23065999999999998,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P437,0.9958,0.37412,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P438,0.5069,0.25415,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P439,0.7411,0.37313,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P440,0.6394,0.33218000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P441,0.7482,0.31852,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P442,0.6108999999999999,0.36478,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P443,0.4714,0.27458000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P444,0.6804,0.39180000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P445,0.9061,0.32638999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P446,0.6,0.33145,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P447,0.7065,0.35801,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P448,0.8132,0.32294,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P449,0.7655,0.33158,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P450,0.8833,0.35419,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P451,0.5602,0.25387000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P452,0.4512,0.25975000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P453,0.5245000000000001,0.23231,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P454,0.5549000000000001,0.25739,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P455,0.9418,0.35899,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P456,0.6446999999999999,0.3592,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P457,0.4793,0.28732,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P458,0.8484999999999999,0.34802,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P459,0.8084,0.37797000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P460,0.4212,0.26342,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P461,0.8266,0.34148,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P462,0.7675,0.35804,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P463,0.8701,0.39907,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P464,0.742,0.32381,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P465,0.7268999999999999,0.34668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P466,0.5659000000000001,0.24034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P467,0.5775,0.24902,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P468,0.52,0.25696,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P469,0.6316,0.23399,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P470,0.7315,0.32543,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P471,0.7304999999999999,0.36713,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P472,0.49019999999999997,0.25907,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N1,0.47130000000000005,0.2896,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N2,0.38280000000000003,0.24599000000000001,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N3,0.5510999999999999,0.35176,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N4,0.6633,0.34524999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N5,0.6298,0.3362,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N6,0.46299999999999997,0.26077,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N7,0.48719999999999997,0.27868000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N8,0.7161000000000001,0.2554,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N9,0.7121,0.36197,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N10,0.7113999999999999,0.3675,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N11,0.7751,0.30573,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N12,0.36960000000000004,0.27580000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N13,0.6462,0.27007,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N14,0.6594,0.27673000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N15,0.9420999999999999,0.40093,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N16,0.45189999999999997,0.2536,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N17,0.7471,0.39061,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N18,0.793,0.33638,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N19,0.9839,0.32328999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N20,0.7513,0.23104,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N21,0.7695,0.37856999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N22,0.7072,0.34922,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N23,0.6394,0.33218000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N24,0.9358,0.34151,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N25,0.7014,0.26249,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N26,0.8251,0.33287,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N27,0.6025,0.24847,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N28,0.6076,0.22487000000000001,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N29,0.45420000000000005,0.22646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N30,0.8681,0.35202999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N31,0.6582,0.29356,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N32,0.4887,0.27588999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N33,0.47730000000000006,0.23317999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N34,0.3621,0.23321,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N35,0.8332,0.34987999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N36,0.7861,0.27916,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N37,0.4749,0.25739,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N38,0.5213,0.26497,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N39,0.4234,0.27134,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N40,0.41159999999999997,0.26156,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N41,0.9196,0.33713,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N42,0.6402,0.33853,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N43,0.8469,0.37017,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N44,0.5007,0.29938,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N45,0.6680999999999999,0.37956,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N46,0.40280000000000005,0.23741,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N47,0.6291,0.26194,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N48,0.5133,0.26579,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N49,0.8677,0.35602,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N50,0.5376,0.3469,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N51,0.8019999999999999,0.32615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N52,0.6695,0.28798,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N53,0.523,0.2072,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N54,0.7375,0.34291,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N55,0.4032,0.24775,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N56,0.5659000000000001,0.24034,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N57,0.514,0.23948,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N58,0.5385,0.2938,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N59,0.7756,0.37151,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N60,0.6039,0.28332999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N61,0.8266,0.34148,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N62,0.9061,0.32638999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N63,0.7996,0.38063,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N64,0.9468,0.33059,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N65,0.9253,0.34313,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N66,0.8079999999999999,0.36022,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N67,0.5865,0.29704,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N68,0.6388,0.23638,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N69,1.0011,0.39325,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N70,0.3516,0.23483,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N71,0.7262,0.32074,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N72,0.427,0.32244,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N73,0.5973999999999999,0.35992,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N74,0.594,0.31397,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N75,0.8857,0.33019,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N76,0.37560000000000004,0.24395,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N77,0.9076,0.35150000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N78,0.7225,0.34124,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N79,1.0655000000000001,0.35002,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N80,0.8303,0.33748,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N81,0.8326,0.35896,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N82,0.5388,0.24413,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N83,0.6345,0.30346,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N84,0.6592,0.23779,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N85,0.8858,0.32624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N86,0.7494999999999999,0.36639999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N87,0.6667,0.25615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N88,0.7237,0.22724,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N89,0.9277,0.38275000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N90,0.7264,0.35968,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N91,0.4544,0.25033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N92,0.9508,0.34797,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N93,0.9279999999999999,0.36362,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N94,1.016,0.32167,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N95,0.5039,0.27868000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N96,0.6455000000000001,0.29254,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N97,0.5510999999999999,0.35176,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N98,0.9001,0.37895,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N99,0.8112,0.33421,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N100,0.9016,0.34548999999999996,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N101,0.8682,0.34808,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N102,0.5305000000000001,0.24978999999999998,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N103,0.41159999999999997,0.26156,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N104,0.39269999999999994,0.28252,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N105,0.7204,0.3422,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N106,0.7515,0.34672,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N107,0.4615,0.23011,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N108,0.4212,0.26342,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N109,0.4212,0.26342,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N110,0.9061,0.38275000000000003,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N111,0.8332,0.34987999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N112,0.5007,0.29938,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N113,0.7628999999999999,0.37017,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N114,0.7827000000000001,0.29053,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N115,0.6414,0.23576,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N116,0.7121,0.36197,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N117,0.7831,0.33855999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N118,0.811,0.37735,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N119,0.3516,0.23483,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N120,0.4347,0.26828,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N121,0.7149,0.35817,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N122,0.6058,0.32708000000000004,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N123,0.8377,0.35875,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N124,0.5376,0.3469,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N125,0.8192,0.34041999999999994,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N126,0.5388,0.24413,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N127,0.8586999999999999,0.38410999999999995,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N128,0.8332,0.34987999999999997,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N129,0.7363,0.35974,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N130,0.6178,0.35057000000000005,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N131,0.7001000000000001,0.28093,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N132,0.8457,0.36407,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N133,0.9539000000000001,0.31037,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N134,0.5959,0.32926,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N135,0.805,0.35987,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
