nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,pseknc-16,label
P135,0.0,0.0,0.0,0.0,0.0,0.048,0.048,0.073,0.0,0.024,0.024,0.024,0.0,0.097,0.0,0.146,0.512,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P136,0.02,0.02,0.0,0.062,0.02,0.041,0.02,0.041,0.0,0.02,0.0,0.041,0.062,0.02,0.041,0.0,0.582,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P137,0.016,0.016,0.016,0.016,0.016,0.033,0.0,0.016,0.016,0.016,0.033,0.033,0.016,0.0,0.05,0.033,0.66,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P138,0.07,0.0,0.0,0.046,0.023,0.093,0.023,0.046,0.0,0.046,0.023,0.0,0.0,0.07,0.023,0.0,0.532,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P139,0.0,0.017,0.017,0.0,0.017,0.052,0.034,0.034,0.017,0.052,0.017,0.0,0.0,0.034,0.017,0.034,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P140,0.0,0.042,0.0,0.021,0.063,0.085,0.021,0.0,0.0,0.021,0.0,0.042,0.0,0.021,0.042,0.063,0.574,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P141,0.0,0.02,0.02,0.0,0.02,0.02,0.041,0.062,0.0,0.02,0.02,0.041,0.02,0.062,0.0,0.062,0.581,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P142,0.021,0.0,0.0,0.085,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.042,0.063,0.063,0.063,0.021,0.573,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P143,0.0,0.017,0.053,0.0,0.053,0.017,0.0,0.035,0.0,0.017,0.0,0.053,0.035,0.053,0.0,0.017,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P144,0.015,0.015,0.047,0.015,0.031,0.015,0.015,0.0,0.015,0.031,0.0,0.047,0.031,0.0,0.015,0.015,0.681,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P145,0.017,0.0,0.035,0.017,0.0,0.0,0.0,0.017,0.035,0.017,0.053,0.035,0.017,0.017,0.053,0.035,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P146,0.0,0.0,0.0,0.039,0.019,0.0,0.058,0.019,0.0,0.058,0.039,0.039,0.039,0.039,0.019,0.019,0.606,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P147,0.019,0.078,0.0,0.0,0.078,0.039,0.019,0.019,0.0,0.0,0.019,0.039,0.0,0.039,0.019,0.019,0.608,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P148,0.086,0.0,0.0,0.065,0.021,0.0,0.021,0.0,0.0,0.0,0.021,0.021,0.043,0.043,0.0,0.108,0.566,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P149,0.023,0.023,0.023,0.0,0.023,0.165,0.0,0.047,0.0,0.023,0.0,0.023,0.023,0.023,0.023,0.047,0.526,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P150,0.0,0.039,0.019,0.039,0.058,0.019,0.0,0.019,0.0,0.039,0.058,0.019,0.039,0.019,0.019,0.0,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P151,0.052,0.017,0.052,0.017,0.052,0.017,0.0,0.0,0.0,0.034,0.034,0.017,0.017,0.0,0.017,0.017,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P152,0.049,0.016,0.032,0.016,0.016,0.016,0.0,0.032,0.0,0.016,0.032,0.016,0.065,0.016,0.0,0.0,0.672,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P153,0.048,0.016,0.048,0.0,0.032,0.0,0.0,0.016,0.016,0.032,0.016,0.032,0.016,0.0,0.032,0.016,0.679,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P154,0.017,0.017,0.017,0.0,0.017,0.0,0.0,0.017,0.017,0.017,0.069,0.051,0.0,0.0,0.051,0.051,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P155,0.054,0.036,0.036,0.0,0.036,0.0,0.036,0.018,0.0,0.036,0.0,0.036,0.036,0.0,0.018,0.018,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P156,0.0,0.0,0.017,0.017,0.035,0.0,0.017,0.035,0.0,0.07,0.017,0.017,0.017,0.017,0.035,0.052,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P157,0.0,0.016,0.016,0.0,0.0,0.032,0.032,0.0,0.032,0.032,0.032,0.048,0.0,0.0,0.048,0.032,0.676,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P158,0.0,0.0,0.055,0.018,0.037,0.0,0.018,0.0,0.0,0.055,0.13,0.018,0.037,0.0,0.0,0.0,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P159,0.064,0.021,0.0,0.064,0.021,0.021,0.0,0.021,0.021,0.0,0.064,0.0,0.064,0.0,0.021,0.042,0.57,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P160,0.056,0.037,0.018,0.0,0.037,0.0,0.018,0.018,0.0,0.018,0.0,0.037,0.037,0.0,0.018,0.075,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P161,0.0,0.022,0.0,0.0,0.022,0.11,0.022,0.11,0.0,0.0,0.0,0.022,0.0,0.11,0.0,0.022,0.559,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P162,0.04,0.02,0.0,0.02,0.04,0.141,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.02,0.595,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P163,0.04,0.04,0.0,0.02,0.02,0.0,0.0,0.04,0.0,0.02,0.04,0.02,0.02,0.0,0.06,0.08,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P164,0.0,0.031,0.031,0.0,0.031,0.063,0.031,0.0,0.015,0.015,0.0,0.047,0.0,0.015,0.015,0.015,0.682,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P165,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.019,0.0,0.059,0.059,0.059,0.0,0.019,0.059,0.039,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P166,0.0,0.017,0.0,0.017,0.017,0.069,0.052,0.017,0.0,0.034,0.017,0.034,0.017,0.017,0.017,0.017,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P167,0.0,0.041,0.0,0.02,0.02,0.02,0.02,0.041,0.0,0.0,0.02,0.02,0.041,0.02,0.0,0.144,0.586,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P168,0.055,0.018,0.0,0.036,0.036,0.036,0.0,0.0,0.0,0.018,0.018,0.036,0.036,0.0,0.036,0.036,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P169,0.016,0.0,0.049,0.0,0.033,0.033,0.016,0.033,0.016,0.049,0.0,0.016,0.0,0.016,0.033,0.016,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P170,0.0,0.053,0.0,0.035,0.053,0.017,0.035,0.0,0.017,0.035,0.071,0.0,0.017,0.0,0.017,0.0,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P171,0.0,0.034,0.0,0.0,0.0,0.017,0.017,0.052,0.017,0.017,0.0,0.052,0.017,0.017,0.052,0.052,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P172,0.021,0.021,0.0,0.043,0.0,0.109,0.021,0.043,0.0,0.021,0.0,0.0,0.065,0.021,0.021,0.043,0.56,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P173,0.064,0.016,0.048,0.016,0.064,0.0,0.0,0.0,0.016,0.048,0.016,0.016,0.0,0.0,0.016,0.0,0.675,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P174,0.036,0.0,0.0,0.091,0.018,0.0,0.0,0.0,0.018,0.018,0.018,0.018,0.036,0.0,0.055,0.055,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P175,0.0,0.0,0.024,0.024,0.024,0.074,0.0,0.024,0.0,0.0,0.024,0.0,0.024,0.049,0.0,0.224,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P176,0.036,0.072,0.018,0.0,0.072,0.018,0.018,0.018,0.0,0.036,0.0,0.0,0.018,0.018,0.0,0.036,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P177,0.0,0.0,0.0,0.089,0.022,0.066,0.044,0.044,0.0,0.044,0.0,0.0,0.066,0.044,0.0,0.022,0.554,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P178,0.0,0.0,0.0,0.044,0.022,0.044,0.022,0.044,0.0,0.066,0.022,0.044,0.022,0.022,0.088,0.0,0.555,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P179,0.075,0.056,0.018,0.0,0.094,0.075,0.0,0.018,0.0,0.018,0.0,0.0,0.0,0.018,0.0,0.0,0.62,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P180,0.068,0.051,0.017,0.0,0.034,0.034,0.034,0.0,0.0,0.017,0.0,0.034,0.017,0.017,0.0,0.017,0.657,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P181,0.019,0.019,0.038,0.019,0.038,0.0,0.019,0.019,0.0,0.019,0.0,0.057,0.038,0.019,0.038,0.038,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P182,0.019,0.0,0.019,0.039,0.019,0.058,0.019,0.039,0.0,0.039,0.019,0.019,0.039,0.019,0.039,0.0,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P183,0.038,0.019,0.038,0.0,0.038,0.057,0.0,0.019,0.0,0.019,0.019,0.038,0.019,0.038,0.0,0.038,0.617,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P184,0.0,0.018,0.018,0.018,0.054,0.036,0.036,0.0,0.0,0.036,0.018,0.054,0.018,0.018,0.036,0.0,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P185,0.052,0.017,0.017,0.07,0.035,0.0,0.0,0.0,0.0,0.017,0.017,0.0,0.087,0.0,0.0,0.035,0.649,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P186,0.015,0.046,0.015,0.0,0.03,0.03,0.015,0.015,0.015,0.0,0.015,0.03,0.015,0.03,0.0,0.03,0.691,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P187,0.0,0.0,0.0,0.045,0.022,0.068,0.045,0.045,0.0,0.0,0.045,0.045,0.022,0.091,0.0,0.022,0.543,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P188,0.019,0.038,0.0,0.0,0.038,0.0,0.038,0.019,0.0,0.0,0.057,0.057,0.0,0.038,0.038,0.038,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P189,0.019,0.0,0.039,0.019,0.019,0.0,0.0,0.019,0.0,0.019,0.059,0.039,0.039,0.019,0.019,0.079,0.6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P190,0.053,0.017,0.017,0.017,0.017,0.053,0.017,0.035,0.0,0.035,0.017,0.0,0.017,0.017,0.017,0.017,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P191,0.064,0.064,0.0,0.0,0.021,0.0,0.042,0.021,0.0,0.021,0.0,0.042,0.042,0.021,0.021,0.064,0.572,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P192,0.016,0.05,0.016,0.016,0.033,0.0,0.033,0.016,0.016,0.016,0.05,0.016,0.033,0.016,0.0,0.0,0.662,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P193,0.062,0.0,0.0,0.083,0.02,0.041,0.0,0.02,0.02,0.02,0.0,0.0,0.041,0.02,0.02,0.062,0.584,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P194,0.0,0.052,0.017,0.0,0.052,0.07,0.017,0.017,0.017,0.035,0.035,0.0,0.0,0.017,0.0,0.017,0.649,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P195,0.065,0.043,0.0,0.021,0.043,0.021,0.021,0.043,0.0,0.043,0.021,0.0,0.021,0.021,0.0,0.065,0.565,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P196,0.0,0.0,0.0,0.057,0.019,0.057,0.038,0.019,0.019,0.038,0.038,0.0,0.019,0.038,0.019,0.019,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P197,0.018,0.0,0.018,0.037,0.018,0.018,0.037,0.018,0.0,0.018,0.0,0.037,0.037,0.055,0.0,0.055,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P198,0.038,0.0,0.019,0.038,0.019,0.019,0.0,0.038,0.0,0.0,0.057,0.038,0.019,0.057,0.038,0.0,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P199,0.032,0.016,0.032,0.048,0.032,0.016,0.0,0.016,0.016,0.0,0.0,0.016,0.032,0.048,0.0,0.016,0.678,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P200,0.018,0.037,0.018,0.018,0.018,0.018,0.037,0.0,0.0,0.018,0.0,0.075,0.037,0.018,0.037,0.018,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P201,0.039,0.059,0.0,0.039,0.019,0.0,0.019,0.019,0.0,0.0,0.039,0.039,0.059,0.019,0.019,0.019,0.605,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P202,0.076,0.038,0.0,0.019,0.038,0.019,0.019,0.0,0.019,0.019,0.0,0.038,0.0,0.019,0.038,0.038,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P203,0.0,0.0,0.056,0.018,0.0,0.0,0.037,0.0,0.018,0.037,0.0,0.094,0.056,0.0,0.056,0.0,0.62,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P204,0.0,0.0,0.0,0.026,0.0,0.0,0.026,0.0,0.0,0.0,0.185,0.079,0.0,0.026,0.079,0.106,0.469,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P205,0.0,0.0,0.02,0.02,0.04,0.061,0.02,0.02,0.0,0.02,0.0,0.061,0.0,0.081,0.04,0.02,0.59,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P206,0.037,0.018,0.018,0.037,0.055,0.092,0.0,0.018,0.0,0.0,0.0,0.018,0.037,0.037,0.0,0.0,0.628,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P207,0.0,0.0,0.0,0.019,0.0,0.019,0.057,0.019,0.019,0.019,0.038,0.057,0.0,0.038,0.057,0.038,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P208,0.032,0.016,0.016,0.065,0.016,0.0,0.0,0.016,0.016,0.016,0.016,0.0,0.048,0.0,0.016,0.048,0.674,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P209,0.037,0.018,0.018,0.018,0.018,0.0,0.075,0.0,0.0,0.037,0.018,0.056,0.056,0.018,0.0,0.0,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P210,0.019,0.019,0.019,0.059,0.059,0.059,0.0,0.0,0.0,0.0,0.019,0.019,0.039,0.039,0.0,0.039,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P211,0.0,0.04,0.02,0.02,0.04,0.06,0.04,0.02,0.0,0.06,0.0,0.0,0.04,0.0,0.0,0.06,0.596,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P212,0.0,0.018,0.055,0.018,0.073,0.0,0.036,0.018,0.0,0.036,0.0,0.036,0.018,0.055,0.0,0.0,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P213,0.019,0.019,0.0,0.019,0.019,0.077,0.019,0.038,0.019,0.019,0.038,0.0,0.0,0.038,0.019,0.038,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P214,0.0,0.0,0.02,0.02,0.06,0.0,0.0,0.06,0.0,0.04,0.04,0.0,0.0,0.06,0.02,0.081,0.594,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P215,0.0,0.038,0.0,0.019,0.019,0.095,0.038,0.038,0.0,0.019,0.019,0.019,0.038,0.038,0.0,0.0,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P216,0.054,0.036,0.0,0.036,0.018,0.0,0.018,0.036,0.018,0.018,0.0,0.0,0.036,0.036,0.0,0.054,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P217,0.013,0.041,0.027,0.027,0.027,0.013,0.013,0.013,0.041,0.0,0.0,0.0,0.027,0.013,0.0,0.013,0.725,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P218,0.057,0.019,0.019,0.019,0.019,0.0,0.0,0.096,0.0,0.0,0.0,0.019,0.038,0.076,0.0,0.019,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P219,0.016,0.032,0.0,0.016,0.016,0.032,0.0,0.032,0.049,0.016,0.016,0.016,0.0,0.0,0.065,0.016,0.671,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P220,0.0,0.0,0.0,0.021,0.0,0.0,0.043,0.043,0.0,0.021,0.043,0.043,0.021,0.043,0.043,0.109,0.563,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P221,0.03,0.03,0.0,0.046,0.015,0.0,0.03,0.015,0.03,0.015,0.0,0.0,0.015,0.015,0.03,0.03,0.692,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P222,0.0,0.02,0.0,0.04,0.02,0.02,0.0,0.06,0.02,0.02,0.0,0.0,0.0,0.06,0.04,0.1,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P223,0.0,0.016,0.033,0.016,0.016,0.0,0.033,0.0,0.033,0.016,0.067,0.033,0.016,0.016,0.016,0.016,0.663,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P224,0.0,0.037,0.018,0.0,0.037,0.037,0.037,0.037,0.0,0.074,0.055,0.0,0.018,0.0,0.018,0.0,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P225,0.0,0.036,0.0,0.036,0.036,0.0,0.036,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.054,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P226,0.035,0.035,0.035,0.0,0.017,0.053,0.0,0.035,0.0,0.017,0.0,0.035,0.053,0.0,0.017,0.017,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P227,0.052,0.035,0.0,0.035,0.052,0.035,0.035,0.0,0.017,0.035,0.0,0.0,0.017,0.017,0.017,0.0,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P228,0.017,0.017,0.017,0.017,0.035,0.071,0.0,0.035,0.017,0.017,0.0,0.017,0.0,0.035,0.035,0.017,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P229,0.034,0.034,0.017,0.0,0.017,0.034,0.017,0.034,0.0,0.017,0.034,0.034,0.017,0.017,0.017,0.017,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P230,0.0,0.033,0.033,0.0,0.016,0.016,0.016,0.016,0.016,0.0,0.033,0.067,0.016,0.016,0.033,0.016,0.664,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P231,0.017,0.052,0.017,0.0,0.07,0.017,0.017,0.035,0.0,0.052,0.0,0.017,0.0,0.0,0.035,0.017,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P232,0.0,0.037,0.0,0.0,0.018,0.037,0.056,0.0,0.0,0.037,0.075,0.037,0.018,0.018,0.018,0.018,0.62,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P233,0.0,0.0,0.037,0.0,0.0,0.0,0.018,0.018,0.0,0.037,0.056,0.056,0.037,0.0,0.018,0.093,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P234,0.039,0.019,0.0,0.098,0.019,0.019,0.0,0.019,0.0,0.0,0.0,0.019,0.098,0.019,0.0,0.039,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P235,0.021,0.021,0.0,0.065,0.0,0.021,0.021,0.065,0.0,0.0,0.0,0.021,0.087,0.043,0.0,0.065,0.564,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P236,0.0,0.0,0.0,0.094,0.0,0.0,0.094,0.047,0.0,0.118,0.0,0.0,0.094,0.023,0.0,0.0,0.525,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P237,0.032,0.016,0.032,0.032,0.016,0.016,0.016,0.0,0.016,0.016,0.016,0.032,0.032,0.016,0.016,0.016,0.676,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P238,0.064,0.021,0.0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.043,0.043,0.0,0.021,0.064,0.021,0.567,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P239,0.034,0.017,0.017,0.017,0.034,0.017,0.0,0.034,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.034,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P240,0.017,0.0,0.035,0.053,0.0,0.017,0.0,0.0,0.0,0.017,0.017,0.035,0.088,0.0,0.017,0.053,0.646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P241,0.019,0.039,0.0,0.0,0.0,0.039,0.059,0.039,0.0,0.0,0.039,0.039,0.039,0.059,0.0,0.019,0.601,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P242,0.02,0.04,0.0,0.02,0.04,0.02,0.02,0.08,0.0,0.04,0.02,0.0,0.02,0.04,0.02,0.02,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P243,0.0,0.018,0.018,0.036,0.036,0.0,0.018,0.018,0.0,0.036,0.0,0.036,0.036,0.018,0.036,0.055,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P244,0.018,0.018,0.037,0.0,0.018,0.056,0.018,0.056,0.0,0.037,0.0,0.037,0.018,0.037,0.018,0.0,0.622,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P245,0.018,0.037,0.0,0.018,0.018,0.037,0.018,0.037,0.018,0.018,0.018,0.018,0.018,0.037,0.037,0.018,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P246,0.016,0.0,0.0,0.065,0.016,0.032,0.049,0.0,0.032,0.049,0.0,0.0,0.016,0.016,0.016,0.016,0.672,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P247,0.048,0.024,0.0,0.024,0.024,0.073,0.0,0.024,0.0,0.024,0.073,0.024,0.024,0.0,0.024,0.097,0.511,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P248,0.018,0.037,0.018,0.018,0.018,0.0,0.037,0.018,0.0,0.018,0.018,0.056,0.037,0.018,0.037,0.018,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P249,0.018,0.0,0.018,0.0,0.0,0.0,0.0,0.037,0.0,0.018,0.0,0.094,0.037,0.018,0.075,0.056,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P250,0.017,0.051,0.017,0.017,0.034,0.034,0.0,0.017,0.017,0.0,0.034,0.034,0.034,0.0,0.034,0.0,0.657,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P251,0.018,0.018,0.037,0.037,0.018,0.018,0.018,0.018,0.0,0.018,0.074,0.018,0.056,0.018,0.0,0.0,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P252,0.016,0.016,0.033,0.033,0.05,0.016,0.0,0.0,0.0,0.033,0.016,0.033,0.05,0.0,0.016,0.016,0.66,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P253,0.061,0.041,0.0,0.0,0.02,0.0,0.0,0.061,0.0,0.041,0.061,0.0,0.02,0.0,0.041,0.061,0.588,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P254,0.0,0.0,0.0,0.021,0.021,0.042,0.084,0.0,0.0,0.063,0.063,0.021,0.0,0.042,0.0,0.063,0.579,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P255,0.021,0.021,0.0,0.021,0.021,0.042,0.0,0.042,0.0,0.0,0.0,0.042,0.042,0.042,0.021,0.107,0.57,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P256,0.0,0.0,0.019,0.019,0.0,0.038,0.0,0.038,0.0,0.038,0.019,0.038,0.038,0.0,0.057,0.076,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P257,0.018,0.0,0.037,0.037,0.037,0.037,0.0,0.037,0.0,0.018,0.018,0.018,0.018,0.055,0.018,0.018,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P258,0.015,0.063,0.0,0.0,0.031,0.015,0.031,0.031,0.015,0.015,0.0,0.015,0.015,0.015,0.031,0.015,0.68,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P259,0.033,0.033,0.0,0.016,0.016,0.0,0.016,0.016,0.016,0.016,0.033,0.033,0.016,0.0,0.05,0.033,0.662,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P260,0.017,0.068,0.0,0.0,0.034,0.034,0.051,0.0,0.017,0.017,0.0,0.051,0.017,0.017,0.017,0.0,0.657,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P261,0.017,0.017,0.017,0.0,0.017,0.0,0.0,0.053,0.0,0.053,0.017,0.017,0.035,0.0,0.035,0.07,0.645,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P262,0.059,0.079,0.0,0.0,0.059,0.079,0.019,0.039,0.0,0.019,0.0,0.0,0.0,0.039,0.0,0.0,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P263,0.0,0.023,0.0,0.0,0.0,0.161,0.023,0.046,0.0,0.0,0.046,0.023,0.023,0.046,0.0,0.069,0.538,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P264,0.036,0.036,0.018,0.018,0.036,0.018,0.0,0.018,0.0,0.018,0.036,0.036,0.018,0.0,0.054,0.018,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P265,0.02,0.0,0.0,0.061,0.041,0.0,0.02,0.02,0.0,0.0,0.0,0.061,0.02,0.061,0.041,0.061,0.587,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P266,0.018,0.037,0.018,0.018,0.037,0.037,0.0,0.018,0.018,0.018,0.037,0.018,0.018,0.018,0.037,0.018,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P267,0.0,0.031,0.047,0.0,0.031,0.031,0.0,0.031,0.015,0.031,0.0,0.015,0.047,0.0,0.0,0.031,0.681,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P268,0.071,0.014,0.057,0.014,0.028,0.0,0.014,0.0,0.028,0.014,0.0,0.014,0.014,0.014,0.0,0.0,0.714,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P269,0.0,0.0,0.033,0.016,0.033,0.033,0.033,0.0,0.016,0.05,0.016,0.016,0.0,0.033,0.016,0.033,0.662,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P270,0.0,0.018,0.018,0.018,0.018,0.0,0.018,0.037,0.0,0.018,0.056,0.037,0.037,0.037,0.018,0.037,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
