nameseq,A_A,A_C,A_G,A_U,C_A,C_C,C_G,C_U,G_A,G_C,G_G,G_U,U_A,U_C,U_G,U_U,label
P210,1,3,0,3,2,3,2,2,1,1,4,1,3,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P211,3,1,0,5,1,1,1,2,0,0,0,1,4,3,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P212,0,2,0,2,0,1,3,1,1,1,4,4,3,1,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P213,1,0,2,2,0,2,0,3,4,1,2,1,2,1,4,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P214,3,1,0,5,0,2,1,1,3,2,1,1,3,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P215,2,2,1,2,3,3,1,0,1,1,0,4,1,3,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P216,2,0,2,4,0,0,2,1,5,0,0,3,3,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P217,4,3,1,2,1,1,3,1,4,2,0,0,1,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P218,0,0,1,3,1,0,2,2,0,3,0,2,3,3,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P219,4,2,3,3,1,0,1,1,5,0,0,0,2,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P220,1,1,4,3,2,2,0,1,4,1,0,1,3,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P221,1,2,1,1,3,2,1,3,1,3,1,0,2,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P222,4,0,5,4,2,0,0,0,2,2,0,2,5,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P223,8,3,3,1,3,2,1,0,2,1,0,0,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P224,2,0,2,5,4,2,0,0,1,1,2,2,3,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P225,0,4,0,2,3,1,3,1,2,2,0,3,2,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P226,3,5,0,2,1,1,1,4,1,0,0,1,6,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P227,0,2,3,1,0,1,0,2,1,0,4,4,5,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P228,2,0,1,2,2,3,2,1,0,2,2,2,2,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P229,2,1,2,5,3,1,0,1,1,2,0,2,4,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P230,5,3,0,4,3,0,3,1,2,1,0,1,2,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P231,1,2,2,0,1,1,2,4,3,3,1,1,0,3,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P232,2,3,1,3,2,2,1,0,2,0,1,2,2,0,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P233,0,0,1,3,3,2,0,1,1,4,0,2,0,1,6,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P234,0,3,1,3,3,1,0,3,2,0,0,0,2,3,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P235,3,3,1,2,2,0,1,2,2,1,2,2,2,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P236,8,1,1,2,0,1,2,0,2,0,2,3,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P237,2,0,3,2,1,0,0,2,3,0,2,2,3,2,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P238,2,2,0,2,0,1,2,3,2,2,5,1,1,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P239,3,1,3,2,2,0,1,0,0,2,0,4,3,1,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P240,0,1,0,2,1,3,4,0,0,3,1,2,3,2,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P241,1,3,1,1,3,3,0,3,1,2,1,2,1,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P242,1,1,0,3,1,0,4,0,2,0,2,5,1,3,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P243,0,2,0,4,3,0,0,3,0,2,0,0,3,2,1,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P244,1,1,2,2,0,0,2,2,5,1,2,2,2,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P245,0,1,2,1,0,1,3,2,2,4,3,2,1,0,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P246,2,0,3,1,1,0,0,1,2,1,5,4,0,0,6,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P247,2,2,2,0,3,0,1,1,0,2,2,5,1,2,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P248,1,2,2,1,2,0,0,5,2,0,1,0,2,5,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P249,2,1,1,2,1,1,1,3,0,2,2,3,3,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P250,2,2,2,2,1,1,1,1,2,0,4,3,3,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P251,1,2,1,2,1,2,1,2,0,2,1,3,3,0,4,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P252,2,5,0,1,6,2,0,1,1,1,1,0,0,2,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P253,0,2,3,3,3,2,0,1,2,2,1,1,4,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P254,3,2,2,4,2,0,2,0,2,2,2,0,4,0,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P255,4,1,3,3,2,1,0,2,2,0,0,0,4,1,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P256,2,1,5,2,1,0,1,0,2,0,3,4,4,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P257,1,1,3,2,0,0,1,2,4,1,2,2,2,1,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P258,1,1,1,1,0,5,0,4,3,1,1,1,1,1,4,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P259,2,2,1,3,1,2,2,1,2,2,3,1,4,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P260,2,2,3,1,3,3,0,1,0,1,1,4,3,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P261,3,4,0,1,1,2,2,2,1,0,0,1,4,1,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P262,0,2,1,1,1,3,2,1,2,2,0,4,1,0,4,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P263,6,3,1,1,2,1,0,3,0,0,0,1,4,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P264,1,0,5,3,3,1,1,0,3,1,0,3,2,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P265,0,1,1,5,2,2,2,0,3,2,0,1,2,1,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P266,2,0,3,1,0,1,1,2,3,0,1,4,2,3,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P267,3,2,2,2,3,1,0,1,3,1,0,1,0,3,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P268,0,0,4,3,2,2,0,2,2,1,1,2,3,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P269,1,2,1,1,2,0,0,2,1,0,5,2,2,2,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P270,1,0,1,3,0,0,1,2,1,1,2,5,3,0,5,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P271,1,1,2,4,1,1,0,2,2,0,0,2,4,1,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P272,4,1,2,2,2,0,0,2,1,1,2,3,2,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P273,0,1,2,3,2,1,3,2,2,3,0,0,1,3,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P274,0,0,0,1,1,1,1,2,0,2,3,5,1,2,5,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P275,1,1,3,3,0,1,1,2,5,0,3,1,1,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P276,0,0,2,2,2,0,1,2,2,1,1,4,0,4,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P277,0,1,4,2,4,2,0,3,1,1,0,2,2,4,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P278,4,2,1,5,3,1,2,0,3,1,0,0,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P279,3,1,3,2,1,1,0,1,3,0,2,3,3,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P280,1,3,1,2,2,0,4,0,4,1,1,2,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P281,0,2,3,2,5,2,3,1,1,3,0,2,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P282,2,2,0,2,0,0,3,1,1,2,2,4,3,0,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,0,1,4,3,2,0,1,2,2,0,0,3,4,4,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,5,3,1,2,0,1,0,5,0,0,0,1,6,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,2,0,5,2,1,1,1,0,4,2,3,2,1,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,2,2,5,1,1,1,2,1,5,1,2,1,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,7,0,4,2,0,0,1,1,2,1,0,2,4,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,2,1,0,2,1,1,1,3,2,1,2,3,0,3,5,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,3,4,2,2,3,1,1,2,2,2,1,1,1,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,7,0,3,0,2,0,1,0,1,3,3,3,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,1,2,2,2,0,0,3,1,3,1,4,2,3,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,4,2,1,4,0,0,0,2,4,0,0,1,2,1,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,3,3,2,2,4,2,0,2,2,0,1,1,2,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,1,1,1,2,2,1,1,1,0,3,2,3,2,0,5,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,4,2,1,3,2,0,1,1,2,0,1,2,3,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,4,3,1,4,1,0,3,0,6,1,2,0,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,4,0,1,3,0,3,1,1,0,2,0,3,3,2,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,4,4,1,0,3,1,1,1,3,2,3,2,0,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,1,0,1,2,1,3,1,3,0,1,2,2,2,3,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,1,1,1,4,0,2,2,1,4,0,0,0,3,2,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,5,1,2,1,1,2,1,1,1,1,0,3,2,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P302,1,4,3,2,5,1,0,0,3,0,2,2,1,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P303,3,4,2,2,4,1,1,2,2,1,0,0,2,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P304,5,1,1,2,1,0,1,1,1,0,3,4,3,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P305,0,3,2,0,3,1,0,4,0,1,1,3,2,4,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P306,2,1,1,1,0,3,4,0,3,1,1,3,1,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P307,0,1,2,1,0,1,2,1,2,0,5,4,1,2,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P308,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P309,2,2,1,1,2,1,1,2,1,2,2,3,2,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P310,2,1,3,1,2,1,2,2,1,4,0,1,2,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P311,3,1,2,2,1,0,0,1,2,0,3,0,2,1,1,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P312,2,2,0,2,0,0,2,2,1,0,2,3,3,1,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P313,0,2,0,3,3,4,3,1,1,3,0,1,1,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P314,1,2,2,4,2,3,1,0,3,1,1,0,3,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N1,4,3,2,2,3,1,0,3,1,1,0,1,2,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N2,0,5,0,2,4,7,1,3,0,0,0,0,3,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N3,1,2,1,2,2,5,2,2,1,1,0,1,1,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N4,2,3,1,0,3,1,3,1,1,1,2,3,0,4,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N5,1,2,1,2,0,0,1,4,2,0,0,1,3,3,1,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N6,1,0,0,6,1,0,0,1,0,0,0,0,6,2,0,11,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N7,3,1,4,1,2,2,0,0,2,1,4,4,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N8,6,2,3,2,2,1,1,1,2,1,0,1,3,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N9,2,0,2,1,1,0,0,2,1,2,2,5,1,1,5,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N10,3,1,3,1,1,0,3,1,3,1,0,3,1,2,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N11,8,0,4,2,1,2,0,0,3,1,1,2,3,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N12,1,2,2,1,2,1,3,1,3,1,1,2,1,3,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N13,3,1,0,2,0,0,1,4,0,1,1,2,4,2,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N14,7,4,0,4,2,0,0,2,1,0,1,1,3,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N15,5,4,2,1,3,0,1,4,1,0,1,1,2,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N16,3,2,0,3,1,2,3,0,4,1,1,2,0,3,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N17,2,0,1,3,1,2,0,3,0,1,0,1,4,2,1,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N18,2,4,0,3,2,1,2,2,2,0,0,1,3,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N19,0,1,0,2,1,1,2,2,1,0,2,4,1,4,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N20,1,1,2,3,3,1,1,1,2,2,0,2,1,3,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N21,0,1,4,1,1,0,0,2,2,1,1,4,2,1,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N22,5,0,1,2,1,0,0,0,2,0,1,1,1,1,2,11,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N23,2,2,0,3,1,0,1,2,3,1,0,0,1,2,3,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N24,6,2,1,4,1,0,1,1,4,0,0,1,4,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N25,0,1,0,3,0,0,0,4,1,0,0,1,3,3,1,11,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N26,5,4,1,4,2,0,0,2,1,0,0,0,5,0,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N27,0,1,2,3,1,0,1,1,2,0,2,3,2,2,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N28,3,1,1,1,2,0,1,4,2,1,3,1,0,5,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N29,1,2,1,1,2,3,1,2,1,0,0,2,2,3,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N30,4,3,1,1,1,0,2,2,1,0,1,3,3,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N31,3,2,2,3,0,1,3,1,4,0,1,2,2,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N32,1,0,4,1,0,0,0,0,0,0,0,4,4,1,1,12,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N33,3,1,2,3,1,1,1,0,1,2,1,3,3,1,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N34,1,1,0,4,2,0,1,1,2,2,0,2,3,1,5,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N35,3,2,0,3,0,0,1,3,1,1,0,0,2,2,2,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N36,1,0,1,3,0,2,2,2,1,1,3,3,3,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N37,3,2,1,2,2,0,2,1,2,1,1,2,2,2,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N38,1,3,1,2,1,2,1,1,2,0,0,2,3,0,3,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N39,0,1,1,2,1,3,2,4,0,3,0,1,2,4,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N40,2,0,2,2,1,0,0,2,2,2,1,2,1,1,5,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N41,0,3,1,3,0,1,0,7,1,2,0,0,5,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N42,1,3,1,3,1,0,3,2,3,2,3,1,3,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N43,1,0,2,2,0,0,1,3,4,1,3,1,2,3,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N44,4,0,5,2,2,1,0,1,5,1,1,1,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N45,2,2,3,0,0,1,2,3,1,1,1,4,2,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N46,0,3,3,0,2,2,2,1,1,0,0,3,2,2,0,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N47,3,1,1,2,0,0,2,3,2,1,2,1,1,3,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N48,1,0,1,5,0,0,1,1,3,0,0,1,2,2,1,10,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N49,2,2,2,0,2,2,2,1,1,4,2,3,1,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N50,1,2,0,2,1,1,2,2,1,1,1,3,2,1,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N51,3,1,6,3,1,0,0,0,6,0,0,3,2,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N52,1,3,0,3,2,6,2,1,1,0,0,1,2,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N53,5,1,4,2,3,1,2,1,2,2,0,1,3,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N54,1,0,2,3,1,2,0,3,0,4,1,2,2,0,5,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N55,0,0,0,4,1,0,0,1,1,0,0,5,2,2,6,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N56,4,0,1,4,1,0,0,1,0,1,1,3,4,1,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N57,3,0,3,2,2,1,0,3,1,2,3,1,0,3,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N58,5,0,2,4,1,0,0,3,0,2,0,1,5,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N59,5,1,3,1,2,0,0,1,2,0,2,3,3,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N60,6,3,2,1,1,0,1,1,2,0,2,3,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N61,7,0,3,2,0,0,0,1,2,1,0,1,4,0,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N62,4,1,4,1,1,0,2,1,3,2,1,2,1,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N63,1,0,1,1,2,0,1,0,1,0,1,5,0,2,4,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N64,0,0,0,4,0,0,0,0,0,0,0,5,3,0,6,10,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N65,1,3,1,3,3,1,2,2,1,2,0,1,1,3,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N66,3,1,3,1,0,0,2,1,3,0,2,5,2,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N67,3,1,3,3,2,0,0,1,3,1,2,1,2,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N68,2,1,0,4,1,1,2,1,1,0,0,2,3,3,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N69,1,3,1,2,3,3,1,4,0,2,0,1,1,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N70,3,3,4,1,1,0,1,1,4,0,3,1,3,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N71,2,1,2,2,3,2,0,3,0,1,0,2,2,3,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N72,1,2,3,2,3,1,1,3,0,2,0,2,4,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N73,2,0,4,1,0,1,1,1,2,0,1,5,3,1,4,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N74,0,2,0,3,0,0,0,5,2,0,0,0,3,3,2,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N75,2,2,1,1,0,2,2,3,4,2,2,0,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N76,1,0,0,3,1,4,0,5,0,0,0,1,0,6,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N77,0,1,0,2,1,4,1,4,0,0,0,1,3,3,0,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N78,6,1,2,2,0,0,1,1,2,1,0,3,3,0,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N79,3,1,4,0,1,0,0,3,1,0,0,4,3,2,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N80,1,0,2,0,1,0,0,3,1,1,0,4,1,3,4,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N81,0,0,0,3,2,3,1,3,0,1,0,2,1,6,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N82,2,3,2,1,2,4,1,3,1,1,0,1,3,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N83,0,2,0,5,4,2,1,1,0,0,0,1,2,4,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N84,0,0,3,1,0,0,0,2,3,2,6,2,0,0,6,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N85,3,2,1,3,1,0,2,2,2,1,1,1,3,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N86,2,4,1,1,1,0,0,2,3,0,1,2,2,1,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N87,0,2,3,3,3,0,1,2,2,3,2,1,3,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N88,0,0,3,1,1,0,2,4,0,3,1,3,2,5,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N89,1,2,2,0,2,2,2,1,3,2,2,3,0,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N90,1,1,0,0,0,4,2,4,0,2,0,4,0,2,4,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N91,1,2,2,5,4,0,0,0,2,0,3,1,3,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N92,2,0,2,2,2,0,1,1,0,2,3,3,2,2,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N93,4,1,3,3,3,0,0,1,2,1,2,1,3,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N94,6,2,4,1,2,0,0,1,3,0,0,1,3,1,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N95,1,2,0,0,1,4,1,6,0,2,0,0,2,3,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N96,4,3,1,5,3,3,0,0,3,0,0,0,5,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N97,6,3,2,2,1,2,0,3,2,0,0,0,4,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N98,6,2,1,5,4,2,0,0,1,1,0,0,4,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N99,2,2,1,1,3,0,2,5,2,3,1,0,0,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N100,1,2,1,1,1,0,3,3,2,2,1,3,2,2,4,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N101,2,1,6,2,1,0,0,1,5,2,3,1,1,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N102,3,1,3,2,1,1,1,1,4,2,1,1,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N103,4,4,2,0,4,3,2,1,1,1,0,2,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N104,0,1,2,4,2,2,1,0,3,1,2,1,3,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N105,3,1,5,3,2,0,2,0,6,2,1,0,0,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N106,0,1,2,3,0,0,3,1,4,0,2,3,2,2,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
