nameseq,k1,k2,k3,k4,k5,label
P259,3.0,12.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P260,3.0,13.0,22.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P261,3.0,11.0,20.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P262,3.0,13.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P263,3.0,11.0,20.0,23.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P264,3.0,14.0,22.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P265,3.0,13.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P266,3.0,13.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P267,3.0,14.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P268,3.0,12.0,22.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P269,3.0,12.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P270,3.0,12.0,22.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P271,3.0,12.0,18.0,23.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P272,3.0,12.0,22.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P273,3.0,14.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P274,3.0,11.0,22.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P275,3.0,13.0,21.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P276,3.0,11.0,19.0,23.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P277,3.0,12.0,21.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P278,3.0,14.0,21.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P279,3.0,12.0,21.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P280,3.0,14.0,23.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P281,3.0,14.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P282,3.0,14.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,3.0,14.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,3.0,10.0,19.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,3.0,11.0,21.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,3.0,12.0,21.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,3.0,11.0,18.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,3.0,15.0,26.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,3.0,15.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,3.0,9.0,16.0,22.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,3.0,11.0,19.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,3.0,12.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,3.0,12.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,3.0,14.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,3.0,11.0,20.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,3.0,11.0,19.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,3.0,13.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,3.0,12.0,21.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,3.0,12.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,3.0,14.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,3.0,13.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P302,3.0,13.0,21.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P303,3.0,13.0,22.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P304,3.0,12.0,21.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P305,3.0,11.0,20.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P306,3.0,14.0,26.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P307,3.0,11.0,19.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P308,3.0,14.0,28.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P309,3.0,12.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P310,3.0,14.0,24.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P311,3.0,14.0,21.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P312,3.0,11.0,21.0,23.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P313,3.0,13.0,23.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P314,3.0,11.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N1,3.0,12.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N2,3.0,8.0,13.0,19.0,22.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N3,3.0,10.0,21.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N4,3.0,11.0,17.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N5,3.0,12.0,19.0,22.0,23.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N6,2.0,5.0,10.0,14.0,17.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N7,3.0,13.0,20.0,23.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N8,3.0,11.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N9,3.0,11.0,21.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N10,3.0,13.0,26.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N11,3.0,11.0,18.0,21.0,23.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N12,3.0,13.0,26.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N13,3.0,13.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N14,3.0,12.0,19.0,22.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N15,3.0,13.0,23.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N16,3.0,14.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N17,3.0,10.0,19.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N18,3.0,12.0,23.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N19,3.0,12.0,22.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N20,3.0,12.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N21,3.0,11.0,19.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N22,3.0,8.0,15.0,21.0,22.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N23,3.0,14.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N24,3.0,11.0,20.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N25,3.0,8.0,13.0,20.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N26,3.0,11.0,17.0,22.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N27,3.0,12.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N28,3.0,12.0,21.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N29,3.0,12.0,24.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N30,3.0,13.0,24.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N31,3.0,13.0,22.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N32,3.0,6.0,10.0,13.0,13.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N33,3.0,14.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N34,3.0,14.0,21.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N35,3.0,13.0,21.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N36,3.0,14.0,26.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N37,3.0,14.0,26.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N38,3.0,13.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N39,3.0,11.0,20.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N40,3.0,10.0,21.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N41,3.0,9.0,17.0,20.0,21.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N42,3.0,13.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N43,3.0,12.0,20.0,23.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N44,3.0,11.0,20.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N45,3.0,14.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N46,3.0,12.0,19.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N47,3.0,13.0,21.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N48,3.0,11.0,16.0,18.0,20.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N49,3.0,13.0,22.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N50,3.0,14.0,23.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N51,3.0,10.0,18.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N52,3.0,12.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N53,3.0,14.0,21.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N54,3.0,14.0,22.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N55,3.0,11.0,17.0,21.0,23.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N56,3.0,10.0,20.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N57,3.0,15.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N58,3.0,11.0,18.0,22.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N59,3.0,13.0,22.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N60,3.0,12.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N61,3.0,9.0,20.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N62,3.0,12.0,21.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N63,3.0,11.0,18.0,20.0,22.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N64,2.0,6.0,10.0,14.0,16.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N65,3.0,11.0,20.0,23.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N66,3.0,12.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N67,3.0,11.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N68,3.0,13.0,22.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N69,3.0,11.0,21.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N70,3.0,10.0,18.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N71,3.0,13.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N72,3.0,13.0,22.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N73,3.0,11.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N74,3.0,10.0,15.0,21.0,23.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N75,3.0,14.0,22.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N76,3.0,8.0,16.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N77,3.0,10.0,17.0,23.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N78,3.0,12.0,19.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N79,3.0,12.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N80,3.0,10.0,19.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N81,3.0,10.0,20.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N82,3.0,13.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N83,3.0,12.0,20.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N84,3.0,11.0,19.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N85,3.0,14.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N86,3.0,13.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N87,3.0,15.0,27.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N88,3.0,15.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N89,3.0,13.0,24.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N90,3.0,11.0,20.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N91,3.0,13.0,23.0,24.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N92,3.0,13.0,27.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N93,3.0,13.0,26.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N94,3.0,10.0,18.0,22.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N95,3.0,11.0,17.0,20.0,22.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N96,3.0,13.0,19.0,22.0,23.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N97,3.0,11.0,19.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N98,3.0,11.0,17.0,22.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N99,3.0,14.0,24.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N100,3.0,14.0,25.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N101,3.0,12.0,21.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N102,3.0,14.0,21.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N103,3.0,12.0,21.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N104,3.0,11.0,22.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N105,3.0,14.0,21.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N106,3.0,10.0,19.0,23.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N107,3.0,9.0,15.0,19.0,22.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N108,3.0,12.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N109,3.0,11.0,20.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N110,3.0,14.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N111,3.0,13.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N112,3.0,11.0,20.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N113,3.0,15.0,27.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N114,3.0,14.0,23.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N115,3.0,12.0,23.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N116,3.0,13.0,20.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N117,3.0,13.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N118,3.0,13.0,22.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N119,3.0,11.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N120,3.0,11.0,19.0,21.0,22.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N121,3.0,12.0,25.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N122,3.0,10.0,17.0,23.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N123,3.0,11.0,19.0,22.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N124,3.0,12.0,19.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N125,3.0,13.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N126,3.0,12.0,19.0,23.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N127,3.0,11.0,20.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N128,3.0,13.0,20.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N129,3.0,13.0,23.0,24.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N130,3.0,11.0,19.0,22.0,23.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N131,3.0,12.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N132,3.0,12.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N133,3.0,11.0,22.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N134,3.0,14.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N135,3.0,11.0,19.0,22.0,22.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N136,3.0,11.0,22.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N137,3.0,14.0,24.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N138,3.0,12.0,23.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N139,3.0,10.0,16.0,22.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N140,3.0,11.0,21.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N141,3.0,10.0,17.0,22.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N142,3.0,9.0,18.0,22.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N143,3.0,12.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N144,3.0,9.0,16.0,22.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N145,3.0,12.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N146,3.0,9.0,16.0,21.0,23.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N147,3.0,13.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N148,3.0,10.0,21.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N149,3.0,10.0,21.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N150,3.0,13.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N151,3.0,9.0,18.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N152,3.0,13.0,25.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N153,3.0,10.0,18.0,22.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N154,3.0,13.0,24.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N155,3.0,11.0,17.0,23.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N156,3.0,12.0,24.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N157,3.0,12.0,20.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N158,3.0,12.0,19.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N159,3.0,10.0,19.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N160,3.0,10.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N161,3.0,12.0,22.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N162,3.0,10.0,18.0,23.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N163,3.0,12.0,21.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N164,3.0,13.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N165,3.0,15.0,24.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N166,3.0,12.0,20.0,23.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N167,3.0,13.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N168,3.0,13.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N169,3.0,12.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N170,3.0,11.0,19.0,23.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N171,3.0,13.0,22.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N172,3.0,10.0,21.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N173,3.0,14.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N174,3.0,10.0,22.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N175,3.0,12.0,20.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N176,3.0,12.0,21.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N177,3.0,10.0,19.0,23.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N178,3.0,12.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N179,3.0,10.0,16.0,21.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N180,3.0,14.0,21.0,24.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N181,3.0,13.0,22.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N182,3.0,14.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N183,3.0,12.0,22.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N184,2.0,8.0,16.0,21.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N185,3.0,14.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N186,3.0,11.0,19.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N187,3.0,13.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N188,3.0,14.0,25.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N189,3.0,11.0,19.0,24.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N190,3.0,13.0,23.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N191,3.0,12.0,21.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N192,3.0,13.0,23.0,25.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N193,3.0,12.0,22.0,24.0,24.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N194,3.0,12.0,21.0,26.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N195,3.0,12.0,24.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N196,3.0,11.0,20.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N197,3.0,12.0,23.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N198,3.0,12.0,23.0,25.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N199,3.0,14.0,22.0,27.0,26.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N200,3.0,11.0,18.0,21.0,22.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N201,3.0,14.0,19.0,22.0,25.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N202,3.0,11.0,19.0,22.0,23.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
