nameseq,A_A,A_C,A_G,A_U,C_A,C_C,C_G,C_U,G_A,G_C,G_G,G_U,U_A,U_C,U_G,U_U,label
P210,0,1,4,1,1,0,0,1,3,1,1,0,2,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P211,5,0,1,1,0,1,0,1,2,1,0,1,0,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P212,2,2,1,1,2,0,2,0,2,1,0,1,0,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P213,5,0,2,1,1,1,1,1,1,0,0,2,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P214,0,1,0,4,1,1,1,0,1,1,0,0,3,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P215,5,3,1,1,2,0,0,1,2,0,0,0,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P216,1,0,1,2,0,0,1,1,2,0,1,3,1,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P217,1,1,2,1,0,1,1,0,2,0,3,2,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P218,3,0,3,0,0,0,0,0,0,1,2,2,2,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P219,1,2,0,2,3,1,1,0,0,0,1,2,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P220,2,2,0,0,0,0,0,4,1,0,0,0,0,3,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P221,0,0,3,0,1,1,1,0,1,0,0,5,2,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P222,1,1,0,3,0,0,0,1,0,0,1,2,3,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P223,1,1,1,0,0,4,1,3,1,2,0,0,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P224,3,2,1,1,3,1,2,0,0,2,0,1,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P225,0,1,1,2,2,0,0,2,1,1,1,0,2,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P226,3,0,0,2,0,0,3,0,3,0,1,2,0,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P227,2,0,3,1,1,0,2,0,2,2,1,1,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P228,3,1,2,1,2,0,0,1,1,1,1,1,2,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P229,0,2,3,0,3,1,0,1,1,2,0,2,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P230,2,1,0,1,0,3,1,1,0,1,1,2,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P231,4,1,2,0,1,0,2,1,1,2,0,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P232,1,3,0,1,3,2,0,2,0,2,0,0,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P233,0,2,0,0,2,1,0,3,0,1,0,1,0,2,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P234,1,0,2,0,1,0,0,0,0,0,3,4,1,0,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P235,1,0,1,3,0,0,0,1,2,1,1,0,0,0,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P236,5,0,1,0,0,4,0,1,0,0,3,0,0,0,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P237,0,1,0,1,2,0,1,1,1,1,3,2,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P238,0,1,1,2,1,2,1,1,1,2,1,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P239,1,0,0,2,1,1,1,1,1,0,2,2,1,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P240,0,0,0,0,0,1,1,1,0,2,1,3,1,1,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P241,2,1,1,1,1,1,1,1,2,1,0,0,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P242,2,1,2,2,1,1,0,1,1,1,1,0,2,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P243,1,1,1,1,0,0,1,3,2,1,0,1,1,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P244,3,1,1,2,1,1,1,1,1,2,0,1,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P245,0,1,2,3,1,1,1,1,0,1,0,1,4,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P246,1,2,2,1,2,0,1,2,0,1,1,1,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P247,2,1,1,0,1,2,0,2,2,0,1,0,0,0,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P248,0,0,1,2,2,1,1,1,1,2,0,2,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P249,0,1,0,1,0,1,2,3,0,0,0,1,2,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P250,2,1,2,0,1,1,1,1,1,2,1,2,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P251,0,2,1,0,1,3,2,0,2,0,1,2,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P252,1,1,1,0,1,0,4,0,2,0,1,2,0,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P253,0,1,1,1,1,2,1,1,2,0,1,2,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P254,1,3,0,2,2,2,1,1,0,0,0,1,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P255,1,1,2,0,1,0,0,1,1,0,0,2,2,0,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P256,1,0,1,2,1,0,0,4,0,0,0,1,2,4,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P257,1,2,1,2,1,0,0,1,2,1,1,1,2,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P258,2,1,2,2,1,0,2,0,2,1,0,2,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P259,0,0,1,2,2,1,2,1,0,1,0,3,0,4,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P260,3,1,1,1,1,2,2,0,2,0,2,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P261,1,1,0,2,1,0,1,3,1,0,0,1,1,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P262,6,0,3,0,0,0,0,0,4,0,1,2,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P263,4,2,0,4,0,1,0,2,1,0,0,0,4,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P264,0,1,2,1,1,1,1,1,2,1,1,2,0,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P265,0,1,1,2,2,0,1,0,1,0,0,2,0,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P266,1,2,1,1,1,1,2,1,1,0,1,2,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P267,1,1,1,1,1,0,0,3,3,0,1,1,1,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P268,0,2,1,0,0,0,4,0,3,1,3,2,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P269,2,2,0,1,2,1,1,1,1,1,0,1,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P270,0,2,1,1,1,1,2,2,1,1,0,1,2,0,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P271,1,2,2,2,1,0,1,1,2,1,0,0,3,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P272,2,2,1,0,1,1,1,2,0,1,0,1,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P273,1,2,0,0,3,2,2,1,0,0,0,2,0,4,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P274,2,0,0,4,0,0,0,0,0,0,0,2,4,0,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P275,2,1,2,1,1,0,0,0,0,0,1,3,3,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P276,1,2,2,1,1,1,1,1,2,1,3,0,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P277,0,1,2,1,1,1,1,1,1,0,2,2,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P278,1,3,0,3,3,1,1,0,1,0,0,0,3,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P279,3,1,3,0,0,0,1,1,1,1,0,3,1,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P280,0,0,0,0,0,1,0,1,1,0,2,4,1,0,5,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P281,2,1,3,0,2,0,1,0,0,1,2,3,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P282,2,0,1,2,1,3,2,0,0,2,1,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P283,1,2,1,1,1,2,1,2,2,1,1,0,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P284,1,2,1,2,0,0,1,1,3,0,2,1,2,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P285,1,0,1,0,1,1,2,0,1,1,1,3,0,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P286,0,0,4,0,0,0,0,1,2,2,2,2,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P287,1,0,2,1,1,0,0,1,2,1,2,0,0,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P288,2,2,0,2,2,0,0,2,0,0,0,1,2,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P289,0,4,1,0,2,1,3,0,2,1,2,1,1,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P290,2,0,3,1,0,0,0,1,2,2,0,1,2,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P291,0,0,2,2,0,0,1,1,0,0,0,3,5,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P292,1,1,1,0,1,0,1,3,1,1,1,2,0,2,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P293,4,3,1,1,1,1,1,0,1,0,0,2,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P294,3,3,3,0,3,0,1,1,3,0,0,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P295,4,1,2,0,2,0,1,1,1,1,1,1,0,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P296,1,0,1,3,2,0,1,1,1,1,0,2,1,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P297,1,0,1,1,1,2,2,1,0,2,1,2,1,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P298,0,2,0,0,1,2,1,3,1,0,0,1,1,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P299,0,1,1,0,1,1,2,1,0,0,0,4,2,4,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P300,1,1,1,0,1,1,3,1,0,3,0,1,1,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P301,0,1,1,3,0,0,0,3,1,0,0,1,3,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P302,0,2,2,1,3,1,0,1,1,2,3,0,0,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P303,0,2,1,0,0,4,3,1,1,1,0,2,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P304,0,1,1,1,2,0,1,1,1,1,1,2,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P305,1,0,3,0,0,0,2,2,1,1,2,1,0,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P306,0,2,1,0,2,6,0,2,0,1,0,0,1,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P307,1,2,0,3,0,0,0,2,2,0,0,0,2,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P308,0,0,3,0,2,1,1,1,1,2,2,1,0,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P309,1,1,1,1,0,2,1,1,3,0,2,0,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P310,0,1,1,2,0,1,1,1,1,0,1,2,1,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P311,2,0,3,2,0,0,1,0,0,2,1,2,4,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P312,1,2,0,1,1,1,1,3,0,0,0,1,3,4,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P313,1,2,2,0,2,0,1,1,1,1,1,2,0,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P314,1,1,0,0,0,1,0,2,1,1,6,1,0,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P315,4,2,0,0,0,1,2,2,1,3,0,0,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P316,1,2,0,1,1,0,1,2,2,1,1,0,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P317,5,1,1,3,2,0,0,0,2,0,0,0,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P318,3,0,1,1,0,2,0,4,0,0,0,0,2,4,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P319,0,5,0,0,1,1,1,3,0,0,1,0,3,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P320,5,1,0,1,0,0,0,2,1,1,1,0,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P321,1,0,1,2,2,0,0,2,1,0,0,1,0,5,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P322,1,1,0,1,1,1,2,2,0,3,0,1,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P323,3,3,2,0,2,0,1,1,0,1,0,0,2,0,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P324,0,0,0,2,0,0,0,1,1,0,3,1,1,2,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P325,1,0,0,1,1,1,2,2,0,0,1,2,0,5,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P326,0,0,2,1,0,0,1,0,4,0,3,1,0,1,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P327,1,2,0,2,0,1,0,3,1,0,0,2,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P328,2,0,3,1,1,0,2,0,1,2,1,2,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P329,2,0,1,2,0,0,1,1,0,2,1,1,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P330,0,0,1,1,1,0,1,1,1,1,1,3,1,1,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P331,0,0,3,0,0,3,2,2,3,2,0,0,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P332,1,3,0,2,3,1,1,0,1,2,2,0,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P333,3,0,1,0,1,0,1,2,1,2,1,1,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P334,3,1,3,0,1,1,0,1,1,0,2,2,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P335,2,0,0,1,0,2,3,1,0,2,0,1,1,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P336,0,0,2,1,1,2,1,2,1,2,0,0,1,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P337,4,1,0,2,0,1,0,2,2,0,0,0,1,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P338,0,0,1,2,1,1,0,1,0,0,1,1,3,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P339,5,2,2,0,1,0,1,1,1,0,2,1,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P340,4,3,1,1,1,0,1,1,1,0,0,1,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P341,5,0,1,0,0,1,1,1,0,1,1,2,2,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P342,1,0,0,2,0,0,1,1,2,0,1,1,0,2,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P343,2,2,2,1,2,0,1,0,2,0,2,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P344,0,0,0,2,1,4,1,1,0,1,1,0,1,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P345,3,1,1,0,1,1,1,1,1,2,4,0,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P346,0,1,2,2,0,0,3,0,2,2,2,0,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P347,0,2,0,1,2,3,1,2,1,0,0,1,0,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P348,1,1,1,0,1,0,1,1,0,1,1,3,0,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P349,0,1,0,1,0,0,1,1,1,1,2,1,1,0,4,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P350,0,2,0,1,2,5,2,0,0,1,3,1,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P351,0,1,1,1,2,2,2,1,1,1,2,0,0,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P352,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P353,0,1,2,2,3,2,0,1,1,0,0,1,1,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P354,0,0,0,1,0,2,0,3,0,2,0,0,1,1,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P355,2,2,1,1,2,0,0,1,0,0,1,2,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P356,0,0,0,3,0,0,0,1,2,0,0,1,2,1,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P357,2,4,1,0,3,1,1,2,1,2,0,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P358,1,1,0,3,1,0,2,1,1,2,0,1,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P359,0,1,1,2,2,0,1,0,1,1,3,1,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P360,2,4,1,0,1,0,1,3,1,1,0,1,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P361,3,1,2,1,2,1,0,1,1,1,1,1,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P362,1,1,0,2,1,0,1,0,0,1,2,2,2,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P363,5,1,1,1,2,1,1,0,0,1,1,1,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P364,3,0,1,1,0,0,1,2,1,0,0,1,1,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P365,1,0,2,2,2,0,0,1,1,1,3,1,0,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P366,2,0,1,1,1,1,2,1,0,2,1,1,1,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P367,3,0,1,2,1,0,1,0,1,0,1,3,2,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P368,0,1,1,1,1,0,2,1,1,2,2,2,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P369,0,2,0,1,0,0,2,0,1,1,2,2,2,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P370,0,0,0,1,1,2,3,1,0,2,0,2,0,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P371,1,1,0,2,0,0,0,3,0,1,0,1,3,1,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P372,3,0,1,2,2,0,0,1,0,1,0,1,2,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P373,6,2,0,1,1,0,1,1,1,0,1,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P374,1,1,0,2,0,2,3,0,1,0,0,3,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P375,1,1,0,5,1,0,0,0,1,0,0,0,3,0,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P376,1,0,0,2,1,1,2,2,0,1,1,1,1,4,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P377,2,1,2,0,1,0,0,2,2,0,0,1,1,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P378,1,2,0,1,1,0,3,1,1,2,0,2,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P379,3,0,0,2,0,0,1,3,1,0,0,0,2,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P380,0,1,0,1,1,1,3,1,0,2,0,2,1,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P381,2,0,1,1,1,0,1,0,2,2,3,0,0,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P382,2,2,0,3,1,1,2,0,1,0,0,1,2,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P383,1,2,0,0,2,0,2,0,0,2,3,3,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P384,3,0,0,2,1,2,0,2,1,2,0,0,1,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P385,1,2,0,1,0,1,0,3,0,0,0,0,2,1,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P386,1,2,1,2,2,0,1,0,1,0,1,2,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P387,4,0,1,2,2,0,0,1,2,0,1,0,1,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P388,0,0,3,0,1,1,0,0,2,0,6,2,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P389,0,0,0,2,0,0,0,1,3,0,3,2,0,1,4,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P390,2,0,3,0,1,0,1,0,3,1,3,1,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P391,5,1,2,1,2,0,2,0,2,1,1,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P392,0,1,1,2,2,0,0,2,1,1,0,1,0,3,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P393,0,2,0,2,2,0,0,2,0,0,1,2,1,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P394,1,1,0,2,4,2,0,0,1,1,0,1,0,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P395,2,0,3,0,0,1,0,1,0,2,1,2,2,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P396,0,0,2,1,0,1,1,1,1,1,2,2,3,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P397,1,2,2,2,2,0,1,1,1,0,0,1,3,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P398,2,0,0,2,3,1,1,1,0,1,0,0,0,3,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P399,1,1,1,2,0,2,1,1,3,1,0,0,0,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P400,1,0,2,2,2,2,0,1,0,2,0,1,1,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P401,3,2,2,1,1,0,0,1,3,0,2,0,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P402,2,0,2,2,0,0,1,0,2,1,1,2,2,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P403,2,1,2,1,1,0,0,0,2,0,1,2,3,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P404,2,0,0,3,0,0,0,2,3,1,1,0,0,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P405,2,2,2,1,2,0,0,2,1,0,0,1,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P406,2,2,1,0,1,1,1,1,2,0,0,2,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P407,0,0,0,0,0,3,1,3,0,1,0,0,0,4,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P408,0,0,0,3,0,2,1,2,0,1,0,0,2,2,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P409,2,2,1,2,1,0,3,1,2,2,0,0,1,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P410,1,0,1,2,0,0,0,1,0,0,0,0,3,1,0,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P411,1,0,2,2,3,0,0,2,1,0,0,1,0,5,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P412,0,3,1,0,1,0,2,1,2,0,2,2,1,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P413,3,0,3,2,1,0,1,0,2,3,1,0,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P414,1,2,2,1,3,0,1,2,0,2,0,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P415,7,0,2,1,1,1,0,0,1,1,0,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P416,0,0,0,0,0,0,1,0,0,0,0,4,0,1,2,10,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P417,0,4,1,0,3,4,1,0,1,0,0,2,0,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P418,0,1,0,2,0,1,0,2,1,0,1,1,3,0,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P419,1,0,2,2,0,0,0,0,2,0,3,2,2,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P420,1,1,2,1,2,2,1,1,2,1,1,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
