nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,label
P141,0.0,0.05,0.05,0.0,0.05,0.05,0.1,0.15,0.0,0.05,0.05,0.1,0.05,0.15,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P142,0.029,0.0,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.15,0.15,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P143,0.0,0.05,0.15,0.0,0.15,0.05,0.0,0.1,0.0,0.05,0.0,0.15,0.1,0.15,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P144,0.019,0.05,0.15,0.05,0.1,0.05,0.05,0.0,0.05,0.1,0.0,0.15,0.1,0.0,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P145,0.025,0.0,0.1,0.05,0.0,0.0,0.0,0.05,0.1,0.05,0.15,0.1,0.05,0.05,0.15,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P146,0.0,0.0,0.0,0.1,0.05,0.0,0.15,0.05,0.0,0.15,0.1,0.1,0.1,0.1,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P147,0.025,0.2,0.0,0.0,0.2,0.1,0.05,0.05,0.0,0.0,0.05,0.1,0.0,0.1,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P148,0.106,0.0,0.0,0.15,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.1,0.1,0.0,0.25,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P149,0.025,0.05,0.05,0.0,0.05,0.35,0.0,0.1,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P150,0.0,0.1,0.05,0.1,0.15,0.05,0.0,0.05,0.0,0.1,0.15,0.05,0.1,0.05,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P151,0.069,0.05,0.15,0.05,0.15,0.05,0.0,0.0,0.0,0.1,0.1,0.05,0.05,0.0,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P152,0.071,0.05,0.1,0.05,0.05,0.05,0.0,0.1,0.0,0.05,0.1,0.05,0.2,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P153,0.068,0.05,0.15,0.0,0.1,0.0,0.0,0.05,0.05,0.1,0.05,0.1,0.05,0.0,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P154,0.029,0.05,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.2,0.15,0.0,0.0,0.15,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P155,0.056,0.1,0.1,0.0,0.1,0.0,0.1,0.05,0.0,0.1,0.0,0.1,0.1,0.0,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P156,0.0,0.0,0.05,0.05,0.1,0.0,0.05,0.1,0.0,0.2,0.05,0.05,0.05,0.05,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P157,0.0,0.05,0.05,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.15,0.0,0.0,0.15,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P158,0.0,0.0,0.15,0.05,0.1,0.0,0.05,0.0,0.0,0.15,0.35,0.05,0.1,0.0,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P159,0.066,0.05,0.0,0.15,0.05,0.05,0.0,0.05,0.05,0.0,0.15,0.0,0.15,0.0,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P160,0.07,0.1,0.05,0.0,0.1,0.0,0.05,0.05,0.0,0.05,0.0,0.1,0.1,0.0,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P161,0.0,0.05,0.0,0.0,0.05,0.25,0.05,0.25,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P162,0.053,0.05,0.0,0.05,0.1,0.35,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P163,0.053,0.1,0.0,0.05,0.05,0.0,0.0,0.1,0.0,0.05,0.1,0.05,0.05,0.0,0.15,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P164,0.0,0.1,0.1,0.0,0.1,0.2,0.1,0.0,0.05,0.05,0.0,0.15,0.0,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P165,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.15,0.15,0.15,0.0,0.05,0.15,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P166,0.0,0.05,0.0,0.05,0.05,0.2,0.15,0.05,0.0,0.1,0.05,0.1,0.05,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P167,0.0,0.1,0.0,0.05,0.05,0.05,0.05,0.1,0.0,0.0,0.05,0.05,0.1,0.05,0.0,0.35,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P168,0.082,0.05,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.05,0.05,0.1,0.1,0.0,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P169,0.023,0.0,0.15,0.0,0.1,0.1,0.05,0.1,0.05,0.15,0.0,0.05,0.0,0.05,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P170,0.0,0.15,0.0,0.1,0.15,0.05,0.1,0.0,0.05,0.1,0.2,0.0,0.05,0.0,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P171,0.0,0.1,0.0,0.0,0.0,0.05,0.05,0.15,0.05,0.05,0.0,0.15,0.05,0.05,0.15,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P172,0.025,0.05,0.0,0.1,0.0,0.25,0.05,0.1,0.0,0.05,0.0,0.0,0.15,0.05,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P173,0.101,0.05,0.15,0.05,0.2,0.0,0.0,0.0,0.05,0.15,0.05,0.05,0.0,0.0,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P174,0.055,0.0,0.0,0.25,0.05,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.1,0.0,0.15,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P175,0.0,0.0,0.05,0.05,0.05,0.15,0.0,0.05,0.0,0.0,0.05,0.0,0.05,0.1,0.0,0.45,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P176,0.062,0.2,0.05,0.0,0.2,0.05,0.05,0.05,0.0,0.1,0.0,0.0,0.05,0.05,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P177,0.0,0.0,0.0,0.2,0.05,0.15,0.1,0.1,0.0,0.1,0.0,0.0,0.15,0.1,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P178,0.0,0.0,0.0,0.1,0.05,0.1,0.05,0.1,0.0,0.15,0.05,0.1,0.05,0.05,0.2,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P179,0.104,0.15,0.05,0.0,0.25,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P180,0.102,0.15,0.05,0.0,0.1,0.1,0.1,0.0,0.0,0.05,0.0,0.1,0.05,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P181,0.026,0.05,0.1,0.05,0.1,0.0,0.05,0.05,0.0,0.05,0.0,0.15,0.1,0.05,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P182,0.033,0.0,0.05,0.1,0.05,0.15,0.05,0.1,0.0,0.1,0.05,0.05,0.1,0.05,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P183,0.051,0.05,0.1,0.0,0.1,0.15,0.0,0.05,0.0,0.05,0.05,0.1,0.05,0.1,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P184,0.0,0.05,0.05,0.05,0.15,0.1,0.1,0.0,0.0,0.1,0.05,0.15,0.05,0.05,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P185,0.063,0.05,0.05,0.2,0.1,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.25,0.0,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P186,0.018,0.15,0.05,0.0,0.1,0.1,0.05,0.05,0.05,0.0,0.05,0.1,0.05,0.1,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P187,0.0,0.0,0.0,0.1,0.05,0.15,0.1,0.1,0.0,0.0,0.1,0.1,0.05,0.2,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P188,0.031,0.1,0.0,0.0,0.1,0.0,0.1,0.05,0.0,0.0,0.15,0.15,0.0,0.1,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P189,0.027,0.0,0.1,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.15,0.1,0.1,0.05,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P190,0.091,0.05,0.05,0.05,0.05,0.15,0.05,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P191,0.075,0.15,0.0,0.0,0.05,0.0,0.1,0.05,0.0,0.05,0.0,0.1,0.1,0.05,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P192,0.028,0.15,0.05,0.05,0.1,0.0,0.1,0.05,0.05,0.05,0.15,0.05,0.1,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P193,0.082,0.0,0.0,0.2,0.05,0.1,0.0,0.05,0.05,0.05,0.0,0.0,0.1,0.05,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P194,0.0,0.15,0.05,0.0,0.15,0.2,0.05,0.05,0.05,0.1,0.1,0.0,0.0,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P195,0.072,0.1,0.0,0.05,0.1,0.05,0.05,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P196,0.0,0.0,0.0,0.15,0.05,0.15,0.1,0.05,0.05,0.1,0.1,0.0,0.05,0.1,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P197,0.032,0.0,0.05,0.1,0.05,0.05,0.1,0.05,0.0,0.05,0.0,0.1,0.1,0.15,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P198,0.05,0.0,0.05,0.1,0.05,0.05,0.0,0.1,0.0,0.0,0.15,0.1,0.05,0.15,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P199,0.057,0.05,0.1,0.15,0.1,0.05,0.0,0.05,0.05,0.0,0.0,0.05,0.1,0.15,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P200,0.031,0.1,0.05,0.05,0.05,0.05,0.1,0.0,0.0,0.05,0.0,0.2,0.1,0.05,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P201,0.06,0.15,0.0,0.1,0.05,0.0,0.05,0.05,0.0,0.0,0.1,0.1,0.15,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P202,0.106,0.1,0.0,0.05,0.1,0.05,0.05,0.0,0.05,0.05,0.0,0.1,0.0,0.05,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P203,0.0,0.0,0.15,0.05,0.0,0.0,0.1,0.0,0.05,0.1,0.0,0.25,0.15,0.0,0.15,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P204,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.35,0.15,0.0,0.05,0.15,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P205,0.0,0.0,0.05,0.05,0.1,0.15,0.05,0.05,0.0,0.05,0.0,0.15,0.0,0.2,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P206,0.057,0.05,0.05,0.1,0.15,0.25,0.0,0.05,0.0,0.0,0.0,0.05,0.1,0.1,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P207,0.0,0.0,0.0,0.05,0.0,0.05,0.15,0.05,0.05,0.05,0.1,0.15,0.0,0.1,0.15,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P208,0.04,0.05,0.05,0.2,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.15,0.0,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P209,0.061,0.05,0.05,0.05,0.05,0.0,0.2,0.0,0.0,0.1,0.05,0.15,0.15,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P210,0.025,0.05,0.05,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.1,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P211,0.0,0.1,0.05,0.05,0.1,0.15,0.1,0.05,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P212,0.0,0.05,0.15,0.05,0.2,0.0,0.1,0.05,0.0,0.1,0.0,0.1,0.05,0.15,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P213,0.025,0.05,0.0,0.05,0.05,0.2,0.05,0.1,0.05,0.05,0.1,0.0,0.0,0.1,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P214,0.0,0.0,0.05,0.05,0.15,0.0,0.0,0.15,0.0,0.1,0.1,0.0,0.0,0.15,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P215,0.0,0.1,0.0,0.05,0.05,0.25,0.1,0.1,0.0,0.05,0.05,0.05,0.1,0.1,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P216,0.086,0.1,0.0,0.1,0.05,0.0,0.05,0.1,0.05,0.05,0.0,0.0,0.1,0.1,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P217,0.022,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.15,0.0,0.0,0.0,0.1,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P218,0.074,0.05,0.05,0.05,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.05,0.1,0.2,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P219,0.021,0.1,0.0,0.05,0.05,0.1,0.0,0.1,0.15,0.05,0.05,0.05,0.0,0.0,0.2,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P220,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.1,0.0,0.05,0.1,0.1,0.05,0.1,0.1,0.25,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P221,0.05,0.1,0.0,0.15,0.05,0.0,0.1,0.05,0.1,0.05,0.0,0.0,0.05,0.05,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P222,0.0,0.05,0.0,0.1,0.05,0.05,0.0,0.15,0.05,0.05,0.0,0.0,0.0,0.15,0.1,0.25,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P223,0.0,0.05,0.1,0.05,0.05,0.0,0.1,0.0,0.1,0.05,0.2,0.1,0.05,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P224,0.0,0.1,0.05,0.0,0.1,0.1,0.1,0.1,0.0,0.2,0.15,0.0,0.05,0.0,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P225,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P226,0.05,0.1,0.1,0.0,0.05,0.15,0.0,0.1,0.0,0.05,0.0,0.1,0.15,0.0,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P227,0.1,0.1,0.0,0.1,0.15,0.1,0.1,0.0,0.05,0.1,0.0,0.0,0.05,0.05,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P228,0.022,0.05,0.05,0.05,0.1,0.2,0.0,0.1,0.05,0.05,0.0,0.05,0.0,0.1,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P229,0.056,0.1,0.05,0.0,0.05,0.1,0.05,0.1,0.0,0.05,0.1,0.1,0.05,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P230,0.0,0.1,0.1,0.0,0.05,0.05,0.05,0.05,0.05,0.0,0.1,0.2,0.05,0.05,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P231,0.031,0.15,0.05,0.0,0.2,0.05,0.05,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P232,0.0,0.1,0.0,0.0,0.05,0.1,0.15,0.0,0.0,0.1,0.2,0.1,0.05,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P233,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.05,0.0,0.1,0.15,0.15,0.1,0.0,0.05,0.25,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P234,0.055,0.05,0.0,0.25,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.25,0.05,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P235,0.027,0.05,0.0,0.15,0.0,0.05,0.05,0.15,0.0,0.0,0.0,0.05,0.2,0.1,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P236,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.25,0.0,0.0,0.2,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P237,0.054,0.05,0.1,0.1,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.1,0.1,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P238,0.08,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.0,0.05,0.15,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P239,0.039,0.05,0.05,0.05,0.1,0.05,0.0,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P240,0.026,0.0,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.1,0.25,0.0,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P241,0.028,0.1,0.0,0.0,0.0,0.1,0.15,0.1,0.0,0.0,0.1,0.1,0.1,0.15,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P242,0.023,0.1,0.0,0.05,0.1,0.05,0.05,0.2,0.0,0.1,0.05,0.0,0.05,0.1,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P243,0.0,0.05,0.05,0.1,0.1,0.0,0.05,0.05,0.0,0.1,0.0,0.1,0.1,0.05,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P244,0.026,0.05,0.1,0.0,0.05,0.15,0.05,0.15,0.0,0.1,0.0,0.1,0.05,0.1,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P245,0.025,0.1,0.0,0.05,0.05,0.1,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P246,0.026,0.0,0.0,0.2,0.05,0.1,0.15,0.0,0.1,0.15,0.0,0.0,0.05,0.05,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P247,0.054,0.05,0.0,0.05,0.05,0.15,0.0,0.05,0.0,0.05,0.15,0.05,0.05,0.0,0.05,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P248,0.029,0.1,0.05,0.05,0.05,0.0,0.1,0.05,0.0,0.05,0.05,0.15,0.1,0.05,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P249,0.024,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.25,0.1,0.05,0.2,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P250,0.024,0.15,0.05,0.05,0.1,0.1,0.0,0.05,0.05,0.0,0.1,0.1,0.1,0.0,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P251,0.029,0.05,0.1,0.1,0.05,0.05,0.05,0.05,0.0,0.05,0.2,0.05,0.15,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P252,0.029,0.05,0.1,0.1,0.15,0.05,0.0,0.0,0.0,0.1,0.05,0.1,0.15,0.0,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P253,0.067,0.1,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.1,0.15,0.0,0.05,0.0,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P254,0.0,0.0,0.0,0.05,0.05,0.1,0.2,0.0,0.0,0.15,0.15,0.05,0.0,0.1,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P255,0.022,0.05,0.0,0.05,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.05,0.25,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P256,0.0,0.0,0.05,0.05,0.0,0.1,0.0,0.1,0.0,0.1,0.05,0.1,0.1,0.0,0.15,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P257,0.034,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.05,0.05,0.05,0.05,0.15,0.05,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P258,0.024,0.2,0.0,0.0,0.1,0.05,0.1,0.1,0.05,0.05,0.0,0.05,0.05,0.05,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P259,0.054,0.1,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.1,0.1,0.05,0.0,0.15,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P260,0.029,0.2,0.0,0.0,0.1,0.1,0.15,0.0,0.05,0.05,0.0,0.15,0.05,0.05,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P261,0.021,0.05,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.15,0.05,0.05,0.1,0.0,0.1,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P262,0.067,0.2,0.0,0.0,0.15,0.2,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P263,0.0,0.05,0.0,0.0,0.0,0.35,0.05,0.1,0.0,0.0,0.1,0.05,0.05,0.1,0.0,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P264,0.049,0.1,0.05,0.05,0.1,0.05,0.0,0.05,0.0,0.05,0.1,0.1,0.05,0.0,0.15,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P265,0.023,0.0,0.0,0.15,0.1,0.0,0.05,0.05,0.0,0.0,0.0,0.15,0.05,0.15,0.1,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P266,0.026,0.1,0.05,0.05,0.1,0.1,0.0,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P267,0.0,0.1,0.15,0.0,0.1,0.1,0.0,0.1,0.05,0.1,0.0,0.05,0.15,0.0,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P268,0.126,0.05,0.2,0.05,0.1,0.0,0.05,0.0,0.1,0.05,0.0,0.05,0.05,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P269,0.0,0.0,0.1,0.05,0.1,0.1,0.1,0.0,0.05,0.15,0.05,0.05,0.0,0.1,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P270,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.1,0.0,0.05,0.15,0.1,0.1,0.1,0.05,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P271,0.033,0.05,0.0,0.05,0.1,0.1,0.1,0.05,0.0,0.15,0.05,0.05,0.0,0.1,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P272,0.0,0.05,0.0,0.05,0.05,0.05,0.1,0.1,0.0,0.15,0.1,0.05,0.05,0.05,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P273,0.0,0.0,0.05,0.05,0.0,0.1,0.1,0.0,0.0,0.1,0.25,0.1,0.1,0.0,0.1,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P274,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P275,0.026,0.05,0.0,0.1,0.0,0.2,0.05,0.1,0.0,0.0,0.0,0.05,0.15,0.15,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P276,0.025,0.1,0.2,0.05,0.2,0.1,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P277,0.039,0.1,0.05,0.05,0.05,0.0,0.1,0.1,0.05,0.05,0.05,0.05,0.15,0.05,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P278,0.0,0.1,0.0,0.0,0.0,0.25,0.05,0.1,0.1,0.05,0.1,0.0,0.0,0.05,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P279,0.047,0.05,0.0,0.1,0.05,0.05,0.1,0.15,0.0,0.1,0.0,0.0,0.1,0.15,0.0,0.05,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P280,0.054,0.0,0.0,0.25,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.2,0.05,0.05,0.15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P281,0.045,0.1,0.05,0.05,0.15,0.05,0.05,0.1,0.05,0.05,0.0,0.05,0.05,0.1,0.05,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
