nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,pseknc-16,label
P135,0.024,0.024,0.024,0.012,0.024,0.012,0.0,0.036,0.012,0.0,0.036,0.024,0.024,0.036,0.012,0.06,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P136,0.01,0.05,0.02,0.03,0.04,0.01,0.02,0.02,0.03,0.01,0.01,0.0,0.03,0.02,0.0,0.0,0.696,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P137,0.023,0.023,0.011,0.035,0.023,0.0,0.035,0.011,0.011,0.058,0.035,0.0,0.035,0.0,0.011,0.035,0.646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P138,0.011,0.0,0.011,0.045,0.011,0.033,0.011,0.011,0.022,0.033,0.033,0.0,0.033,0.0,0.022,0.056,0.661,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P139,0.0,0.037,0.0,0.012,0.025,0.062,0.062,0.012,0.012,0.05,0.012,0.025,0.012,0.012,0.025,0.012,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P140,0.0,0.0,0.0,0.028,0.0,0.028,0.07,0.014,0.014,0.014,0.0,0.084,0.014,0.056,0.042,0.056,0.578,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P141,0.027,0.041,0.013,0.041,0.055,0.068,0.0,0.027,0.0,0.027,0.0,0.013,0.027,0.013,0.027,0.027,0.587,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P142,0.014,0.044,0.0,0.0,0.044,0.029,0.029,0.074,0.0,0.014,0.0,0.029,0.014,0.074,0.014,0.059,0.553,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P143,0.012,0.012,0.012,0.025,0.012,0.012,0.025,0.025,0.012,0.025,0.025,0.012,0.025,0.025,0.012,0.101,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P144,0.04,0.013,0.026,0.0,0.0,0.013,0.0,0.053,0.0,0.013,0.0,0.04,0.053,0.026,0.013,0.107,0.595,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P145,0.022,0.0,0.011,0.034,0.0,0.011,0.045,0.011,0.022,0.0,0.0,0.056,0.022,0.056,0.011,0.034,0.658,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P146,0.012,0.012,0.024,0.024,0.036,0.061,0.061,0.0,0.012,0.049,0.0,0.012,0.012,0.024,0.0,0.024,0.63,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P147,0.011,0.011,0.023,0.011,0.0,0.011,0.0,0.035,0.011,0.011,0.047,0.023,0.035,0.011,0.035,0.071,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P148,0.013,0.039,0.0,0.039,0.026,0.026,0.026,0.026,0.0,0.013,0.039,0.039,0.052,0.026,0.013,0.013,0.608,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P149,0.023,0.035,0.0,0.023,0.011,0.0,0.035,0.011,0.035,0.0,0.011,0.035,0.023,0.023,0.035,0.047,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P150,0.0,0.036,0.024,0.0,0.036,0.072,0.024,0.024,0.0,0.048,0.012,0.024,0.012,0.012,0.024,0.012,0.638,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P151,0.024,0.037,0.0,0.024,0.012,0.024,0.012,0.037,0.0,0.012,0.0,0.024,0.049,0.012,0.024,0.074,0.625,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P152,0.045,0.022,0.0,0.045,0.011,0.045,0.011,0.022,0.022,0.0,0.0,0.0,0.034,0.022,0.011,0.045,0.658,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P153,0.011,0.047,0.011,0.011,0.035,0.07,0.035,0.011,0.011,0.011,0.011,0.023,0.023,0.023,0.011,0.0,0.645,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P154,0.029,0.043,0.0,0.014,0.058,0.043,0.0,0.072,0.0,0.014,0.0,0.0,0.014,0.072,0.014,0.058,0.562,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P155,0.068,0.068,0.0,0.022,0.022,0.011,0.011,0.034,0.011,0.0,0.0,0.0,0.056,0.011,0.0,0.022,0.658,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P156,0.0,0.0,0.0,0.015,0.0,0.015,0.015,0.075,0.0,0.015,0.015,0.075,0.015,0.075,0.075,0.06,0.545,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P157,0.011,0.023,0.023,0.023,0.011,0.0,0.011,0.011,0.023,0.0,0.0,0.023,0.035,0.0,0.011,0.143,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P158,0.056,0.022,0.034,0.022,0.034,0.022,0.011,0.0,0.011,0.022,0.011,0.034,0.022,0.011,0.022,0.0,0.659,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P159,0.012,0.0,0.012,0.06,0.036,0.0,0.0,0.012,0.024,0.012,0.012,0.012,0.024,0.036,0.024,0.084,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P160,0.024,0.024,0.0,0.012,0.0,0.024,0.037,0.024,0.0,0.024,0.049,0.024,0.037,0.024,0.012,0.049,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P161,0.011,0.035,0.011,0.035,0.035,0.059,0.011,0.023,0.0,0.035,0.011,0.011,0.047,0.0,0.023,0.0,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P162,0.036,0.024,0.0,0.036,0.024,0.024,0.0,0.049,0.012,0.012,0.012,0.0,0.036,0.036,0.024,0.036,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P163,0.0,0.0,0.013,0.026,0.0,0.026,0.026,0.026,0.013,0.026,0.052,0.052,0.026,0.026,0.039,0.039,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P164,0.011,0.023,0.035,0.011,0.047,0.047,0.023,0.011,0.0,0.035,0.023,0.023,0.023,0.023,0.0,0.011,0.645,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P165,0.046,0.034,0.023,0.011,0.046,0.023,0.011,0.0,0.011,0.011,0.011,0.034,0.011,0.0,0.023,0.046,0.653,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P166,0.0,0.026,0.0,0.04,0.053,0.026,0.013,0.026,0.013,0.0,0.026,0.04,0.0,0.053,0.053,0.026,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P167,0.012,0.012,0.0,0.025,0.012,0.076,0.012,0.051,0.0,0.051,0.0,0.0,0.025,0.012,0.038,0.051,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P168,0.0,0.0,0.0,0.0,0.0,0.19,0.017,0.138,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.034,0.479,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P169,0.012,0.038,0.012,0.051,0.038,0.025,0.0,0.038,0.0,0.0,0.0,0.012,0.051,0.038,0.012,0.051,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P170,0.021,0.01,0.021,0.042,0.01,0.042,0.01,0.021,0.021,0.01,0.0,0.01,0.042,0.021,0.01,0.021,0.68,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P171,0.013,0.013,0.0,0.04,0.04,0.053,0.013,0.026,0.0,0.026,0.013,0.013,0.013,0.053,0.026,0.053,0.596,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P172,0.027,0.027,0.0,0.054,0.04,0.054,0.013,0.013,0.0,0.013,0.013,0.0,0.027,0.027,0.0,0.094,0.593,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P173,0.0,0.03,0.02,0.01,0.01,0.01,0.01,0.04,0.03,0.01,0.0,0.03,0.02,0.01,0.04,0.03,0.695,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P174,0.014,0.014,0.0,0.014,0.028,0.056,0.0,0.084,0.0,0.014,0.014,0.028,0.0,0.084,0.042,0.028,0.579,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P175,0.026,0.0,0.0,0.053,0.026,0.04,0.013,0.04,0.0,0.026,0.026,0.013,0.013,0.053,0.026,0.04,0.595,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P176,0.024,0.024,0.012,0.06,0.036,0.024,0.012,0.0,0.0,0.012,0.0,0.024,0.06,0.024,0.012,0.036,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P177,0.012,0.038,0.0,0.012,0.038,0.064,0.012,0.051,0.0,0.038,0.0,0.0,0.012,0.038,0.012,0.051,0.61,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P178,0.012,0.036,0.012,0.012,0.024,0.06,0.012,0.048,0.012,0.0,0.0,0.0,0.024,0.048,0.0,0.06,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P179,0.014,0.0,0.014,0.058,0.029,0.014,0.0,0.073,0.0,0.014,0.0,0.014,0.043,0.073,0.014,0.073,0.561,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P180,0.024,0.062,0.0,0.012,0.049,0.049,0.037,0.012,0.012,0.024,0.0,0.012,0.0,0.024,0.012,0.037,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P181,0.011,0.069,0.011,0.011,0.046,0.057,0.011,0.034,0.011,0.011,0.0,0.0,0.023,0.011,0.011,0.023,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P182,0.012,0.024,0.0,0.012,0.012,0.012,0.062,0.012,0.024,0.024,0.049,0.037,0.012,0.024,0.024,0.024,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P183,0.0,0.05,0.0,0.037,0.05,0.025,0.025,0.037,0.012,0.037,0.012,0.0,0.037,0.025,0.012,0.012,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P184,0.025,0.0,0.038,0.0,0.0,0.114,0.0,0.012,0.025,0.025,0.063,0.025,0.0,0.0,0.038,0.012,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P185,0.048,0.036,0.024,0.024,0.048,0.024,0.012,0.036,0.012,0.036,0.0,0.0,0.024,0.036,0.0,0.0,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P186,0.06,0.012,0.012,0.024,0.024,0.0,0.0,0.06,0.012,0.024,0.012,0.012,0.012,0.048,0.024,0.024,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P187,0.022,0.022,0.0,0.022,0.0,0.022,0.033,0.011,0.033,0.022,0.044,0.011,0.011,0.0,0.022,0.056,0.662,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P188,0.0,0.014,0.0,0.028,0.028,0.057,0.014,0.057,0.0,0.028,0.042,0.014,0.014,0.071,0.028,0.028,0.571,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P189,0.023,0.034,0.011,0.023,0.023,0.0,0.034,0.023,0.023,0.0,0.011,0.023,0.023,0.046,0.011,0.034,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P190,0.012,0.0,0.012,0.063,0.038,0.0,0.025,0.025,0.012,0.038,0.012,0.012,0.012,0.063,0.025,0.025,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P191,0.022,0.0,0.033,0.022,0.022,0.011,0.022,0.022,0.022,0.033,0.0,0.022,0.022,0.033,0.022,0.022,0.661,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P192,0.0,0.024,0.0,0.012,0.012,0.062,0.037,0.062,0.0,0.037,0.012,0.012,0.024,0.037,0.012,0.024,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P193,0.011,0.035,0.023,0.0,0.023,0.058,0.023,0.046,0.011,0.023,0.0,0.0,0.023,0.035,0.0,0.035,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P194,0.038,0.025,0.012,0.025,0.038,0.025,0.025,0.038,0.0,0.025,0.0,0.0,0.025,0.051,0.0,0.051,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P195,0.0,0.047,0.011,0.023,0.035,0.023,0.011,0.059,0.011,0.023,0.0,0.0,0.035,0.035,0.011,0.023,0.644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P196,0.022,0.022,0.033,0.011,0.022,0.044,0.022,0.022,0.011,0.011,0.0,0.033,0.022,0.033,0.0,0.022,0.662,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P197,0.025,0.012,0.025,0.05,0.037,0.012,0.025,0.012,0.012,0.05,0.0,0.012,0.025,0.025,0.025,0.025,0.622,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P198,0.034,0.011,0.023,0.034,0.023,0.0,0.023,0.0,0.011,0.011,0.034,0.034,0.046,0.023,0.011,0.023,0.653,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P199,0.0,0.037,0.0,0.024,0.049,0.074,0.024,0.012,0.0,0.037,0.024,0.0,0.024,0.012,0.012,0.037,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P200,0.0,0.04,0.013,0.013,0.04,0.026,0.013,0.067,0.013,0.013,0.0,0.0,0.026,0.053,0.0,0.08,0.596,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P201,0.011,0.011,0.035,0.011,0.023,0.011,0.011,0.082,0.011,0.046,0.0,0.0,0.023,0.07,0.0,0.0,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P202,0.011,0.011,0.035,0.023,0.047,0.059,0.011,0.0,0.011,0.011,0.0,0.035,0.023,0.023,0.011,0.035,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P203,0.011,0.034,0.011,0.023,0.023,0.011,0.011,0.046,0.011,0.011,0.0,0.011,0.034,0.046,0.011,0.046,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P204,0.0,0.043,0.0,0.032,0.021,0.053,0.021,0.021,0.043,0.0,0.0,0.0,0.01,0.01,0.032,0.032,0.677,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P205,0.034,0.011,0.011,0.034,0.023,0.034,0.046,0.0,0.011,0.011,0.011,0.034,0.034,0.034,0.0,0.011,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P206,0.0,0.024,0.0,0.049,0.036,0.073,0.012,0.012,0.036,0.0,0.0,0.012,0.0,0.024,0.036,0.049,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P207,0.012,0.025,0.012,0.025,0.025,0.063,0.038,0.025,0.025,0.025,0.0,0.012,0.025,0.038,0.0,0.025,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P208,0.0,0.0,0.024,0.012,0.012,0.024,0.024,0.036,0.0,0.049,0.036,0.024,0.024,0.024,0.024,0.049,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P209,0.043,0.032,0.01,0.032,0.021,0.0,0.0,0.01,0.032,0.01,0.01,0.032,0.01,0.0,0.065,0.01,0.67,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P210,0.054,0.027,0.0,0.013,0.013,0.027,0.04,0.027,0.027,0.013,0.054,0.027,0.0,0.04,0.027,0.013,0.594,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P211,0.0,0.013,0.013,0.0,0.0,0.013,0.027,0.081,0.013,0.013,0.027,0.013,0.013,0.081,0.013,0.081,0.591,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P212,0.047,0.0,0.011,0.059,0.023,0.0,0.0,0.023,0.023,0.011,0.047,0.0,0.023,0.035,0.023,0.023,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P213,0.029,0.014,0.014,0.058,0.043,0.043,0.0,0.014,0.0,0.0,0.043,0.029,0.043,0.058,0.0,0.043,0.562,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P214,0.028,0.042,0.0,0.028,0.028,0.028,0.042,0.028,0.0,0.014,0.014,0.042,0.028,0.042,0.014,0.042,0.574,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P215,0.038,0.0,0.0,0.038,0.0,0.038,0.025,0.025,0.0,0.038,0.051,0.025,0.025,0.025,0.038,0.012,0.61,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P216,0.021,0.032,0.021,0.01,0.01,0.043,0.021,0.032,0.01,0.01,0.0,0.01,0.032,0.021,0.0,0.043,0.67,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P217,0.0,0.034,0.022,0.022,0.045,0.045,0.0,0.034,0.022,0.034,0.0,0.011,0.011,0.011,0.045,0.0,0.655,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P218,0.012,0.012,0.012,0.024,0.0,0.0,0.012,0.037,0.012,0.012,0.012,0.037,0.037,0.024,0.037,0.087,0.625,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P219,0.0,0.033,0.033,0.0,0.033,0.055,0.011,0.033,0.011,0.022,0.0,0.011,0.022,0.022,0.0,0.044,0.666,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P220,0.0,0.011,0.034,0.022,0.022,0.034,0.022,0.034,0.011,0.045,0.011,0.0,0.022,0.022,0.011,0.034,0.656,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P221,0.027,0.0,0.013,0.027,0.041,0.013,0.027,0.013,0.0,0.041,0.041,0.041,0.013,0.041,0.041,0.027,0.589,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P222,0.0,0.062,0.0,0.024,0.049,0.074,0.012,0.037,0.012,0.012,0.0,0.0,0.024,0.024,0.012,0.024,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P223,0.0,0.027,0.013,0.013,0.041,0.151,0.027,0.0,0.0,0.027,0.041,0.013,0.013,0.027,0.0,0.013,0.587,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P224,0.0,0.056,0.0,0.011,0.022,0.034,0.011,0.045,0.022,0.011,0.022,0.011,0.022,0.011,0.034,0.022,0.659,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P225,0.011,0.044,0.0,0.022,0.011,0.011,0.022,0.033,0.044,0.0,0.011,0.033,0.022,0.022,0.044,0.0,0.666,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P226,0.0,0.012,0.012,0.0,0.012,0.049,0.012,0.074,0.0,0.049,0.024,0.012,0.012,0.037,0.037,0.024,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P227,0.011,0.047,0.035,0.011,0.047,0.011,0.0,0.011,0.0,0.0,0.0,0.047,0.047,0.011,0.023,0.047,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P228,0.026,0.0,0.013,0.04,0.0,0.0,0.067,0.013,0.013,0.04,0.0,0.053,0.026,0.053,0.026,0.026,0.597,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P229,0.0,0.024,0.0,0.036,0.024,0.036,0.036,0.036,0.024,0.024,0.0,0.012,0.012,0.048,0.024,0.024,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P230,0.012,0.0,0.024,0.012,0.037,0.074,0.012,0.037,0.012,0.049,0.024,0.0,0.0,0.037,0.012,0.024,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P231,0.01,0.01,0.021,0.054,0.032,0.01,0.01,0.0,0.032,0.01,0.032,0.021,0.01,0.021,0.032,0.01,0.673,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P232,0.011,0.045,0.011,0.011,0.022,0.022,0.022,0.034,0.022,0.011,0.0,0.022,0.011,0.022,0.022,0.045,0.659,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P233,0.036,0.012,0.024,0.024,0.0,0.012,0.012,0.024,0.012,0.012,0.036,0.024,0.061,0.012,0.012,0.049,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P234,0.0,0.0,0.012,0.025,0.012,0.0,0.038,0.038,0.012,0.038,0.025,0.025,0.012,0.05,0.025,0.063,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P235,0.01,0.043,0.021,0.0,0.032,0.032,0.021,0.01,0.01,0.0,0.01,0.043,0.021,0.021,0.01,0.032,0.67,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P236,0.027,0.054,0.0,0.013,0.04,0.054,0.04,0.027,0.0,0.04,0.0,0.013,0.013,0.027,0.013,0.04,0.591,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P237,0.024,0.049,0.0,0.012,0.037,0.049,0.0,0.024,0.024,0.0,0.0,0.012,0.012,0.012,0.037,0.074,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P238,0.011,0.045,0.034,0.022,0.057,0.0,0.011,0.0,0.011,0.011,0.022,0.034,0.022,0.011,0.011,0.034,0.657,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P239,0.024,0.024,0.012,0.024,0.024,0.036,0.012,0.036,0.012,0.012,0.012,0.012,0.024,0.024,0.012,0.061,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P240,0.0,0.012,0.025,0.038,0.012,0.0,0.025,0.012,0.012,0.025,0.038,0.038,0.064,0.012,0.025,0.038,0.612,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P241,0.0,0.031,0.02,0.01,0.0,0.01,0.041,0.02,0.031,0.031,0.02,0.02,0.02,0.0,0.02,0.031,0.686,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P242,0.022,0.022,0.011,0.055,0.011,0.022,0.011,0.011,0.022,0.0,0.011,0.022,0.055,0.022,0.011,0.022,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P243,0.0,0.014,0.0,0.014,0.0,0.029,0.029,0.029,0.0,0.014,0.014,0.058,0.014,0.043,0.043,0.131,0.563,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P244,0.02,0.041,0.01,0.031,0.02,0.041,0.01,0.01,0.02,0.0,0.01,0.01,0.041,0.01,0.01,0.02,0.686,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P245,0.031,0.02,0.031,0.031,0.02,0.01,0.01,0.0,0.02,0.01,0.02,0.02,0.041,0.01,0.0,0.031,0.687,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P246,0.098,0.012,0.024,0.036,0.012,0.036,0.0,0.024,0.0,0.012,0.0,0.012,0.061,0.012,0.0,0.024,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P247,0.047,0.023,0.0,0.035,0.011,0.0,0.023,0.035,0.0,0.023,0.023,0.023,0.047,0.035,0.023,0.0,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P248,0.0,0.025,0.0,0.025,0.025,0.038,0.025,0.0,0.012,0.0,0.025,0.051,0.012,0.038,0.038,0.063,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P249,0.013,0.026,0.0,0.052,0.039,0.0,0.039,0.0,0.026,0.013,0.026,0.026,0.026,0.039,0.013,0.052,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P250,0.049,0.037,0.012,0.024,0.037,0.024,0.037,0.012,0.012,0.012,0.0,0.024,0.024,0.037,0.0,0.024,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P251,0.0,0.051,0.012,0.025,0.038,0.012,0.038,0.0,0.0,0.0,0.025,0.051,0.051,0.012,0.012,0.051,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P252,0.0,0.012,0.012,0.012,0.025,0.025,0.038,0.025,0.012,0.025,0.038,0.05,0.012,0.05,0.038,0.0,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P253,0.013,0.026,0.013,0.026,0.039,0.053,0.026,0.013,0.0,0.013,0.013,0.053,0.013,0.053,0.026,0.013,0.601,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P254,0.043,0.029,0.0,0.014,0.014,0.087,0.029,0.043,0.0,0.029,0.0,0.043,0.029,0.029,0.029,0.014,0.561,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P255,0.0,0.014,0.0,0.028,0.028,0.086,0.014,0.043,0.0,0.014,0.014,0.043,0.014,0.057,0.028,0.043,0.566,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P256,0.031,0.042,0.01,0.021,0.042,0.031,0.0,0.031,0.021,0.0,0.01,0.0,0.021,0.021,0.01,0.021,0.681,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P257,0.024,0.048,0.012,0.024,0.036,0.012,0.0,0.048,0.012,0.012,0.0,0.012,0.036,0.024,0.024,0.036,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P258,0.01,0.01,0.032,0.01,0.0,0.01,0.021,0.021,0.021,0.021,0.032,0.021,0.032,0.01,0.01,0.053,0.676,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P259,0.047,0.023,0.023,0.0,0.0,0.047,0.047,0.011,0.023,0.023,0.0,0.035,0.011,0.011,0.011,0.035,0.646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P260,0.012,0.024,0.036,0.012,0.06,0.036,0.0,0.012,0.012,0.012,0.024,0.036,0.0,0.024,0.024,0.036,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P261,0.013,0.026,0.0,0.0,0.0,0.053,0.013,0.053,0.013,0.0,0.013,0.067,0.013,0.04,0.067,0.026,0.595,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P262,0.022,0.011,0.022,0.033,0.0,0.011,0.011,0.022,0.022,0.0,0.033,0.022,0.055,0.022,0.011,0.033,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P263,0.013,0.0,0.0,0.013,0.027,0.041,0.055,0.041,0.0,0.055,0.013,0.013,0.0,0.069,0.013,0.055,0.581,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P264,0.023,0.035,0.011,0.023,0.047,0.035,0.011,0.011,0.0,0.011,0.011,0.035,0.011,0.023,0.023,0.035,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P265,0.026,0.026,0.0,0.026,0.0,0.013,0.039,0.039,0.013,0.013,0.013,0.039,0.026,0.053,0.026,0.039,0.602,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P266,0.035,0.023,0.011,0.023,0.0,0.023,0.023,0.035,0.011,0.011,0.0,0.023,0.047,0.023,0.011,0.047,0.644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P267,0.012,0.037,0.0,0.012,0.012,0.037,0.012,0.049,0.024,0.024,0.024,0.012,0.012,0.012,0.049,0.037,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P268,0.011,0.0,0.023,0.035,0.023,0.035,0.0,0.035,0.011,0.035,0.023,0.0,0.023,0.023,0.011,0.059,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P269,0.022,0.033,0.011,0.033,0.033,0.0,0.0,0.033,0.022,0.011,0.0,0.011,0.033,0.022,0.033,0.033,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P270,0.024,0.024,0.0,0.061,0.012,0.012,0.0,0.036,0.012,0.0,0.012,0.012,0.061,0.036,0.012,0.049,0.63,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
